Student_ID,Quiz_ID,Subject,Chapter,Questions_Attempted,Correct,Incorrect,Accuracy,Average_Time_Per_Question
STU0387,QUIZ2321,Biology,Cell,29,14,15,48.28,22.11
STU0387,QUIZ2322,Chemistry,Acids and Bases,24,7,17,29.17,32.57
STU0388,QUIZ2323,Biology,Cell,29,29,0,100.0,31.52
STU0388,QUIZ2324,Mathematics,Algebra,18,18,0,100.0,77.23
STU0388,QUIZ2325,Biology,Human Body,22,9,13,40.91,21.82
STU0388,QUIZ2326,Mathematics,Algebra,17,5,12,29.41,40.03
STU0388,QUIZ2327,Physics,Electricity,26,18,8,69.23,35.37
STU0388,QUIZ2328,Chemistry,Acids and Bases,27,22,5,81.48,78.73
STU0389,QUIZ2329,Mathematics,Algebra,28,25,3,89.29,64.99
STU0389,QUIZ2330,Chemistry,Acids and Bases,17,14,3,82.35,36.02
STU0389,QUIZ2331,Mathematics,Probability,27,5,22,18.52,81.47
STU0389,QUIZ2332,Biology,Cell,20,15,5,75.0,71.31
STU0389,QUIZ2333,Chemistry,Acids and Bases,16,13,3,81.25,22.72
STU0389,QUIZ2334,Mathematics,Algebra,21,13,8,61.9,41.04
STU0390,QUIZ2335,Physics,Electricity,23,19,4,82.61,28.52
STU0390,QUIZ2336,Physics,Laws of Motion,19,10,9,52.63,61.46
STU0390,QUIZ2337,Mathematics,Calculus,18,10,8,55.56,87.9
STU0390,QUIZ2338,Mathematics,Algebra,25,10,15,40.0,64.83
STU0390,QUIZ2339,Mathematics,Trigonometry,16,5,11,31.25,27.82
STU0390,QUIZ2340,Chemistry,Acids and Bases,23,23,0,100.0,20.47
STU0391,QUIZ2341,Biology,Genetics,20,10,10,50.0,42.21
STU0391,QUIZ2342,Biology,Plant Physiology,23,11,12,47.83,28.05
STU0391,QUIZ2343,Mathematics,Trigonometry,18,9,9,50.0,78.39
STU0391,QUIZ2344,Chemistry,Atoms,26,26,0,100.0,34.59
STU0391,QUIZ2345,Chemistry,Organic Chemistry,24,24,0,100.0,21.14
STU0391,QUIZ2346,Mathematics,Trigonometry,30,21,9,70.0,89.72
STU0392,QUIZ2347,Physics,Motion,27,7,20,25.93,53.09
STU0392,QUIZ2348,Biology,Genetics,28,23,5,82.14,49.8
STU0392,QUIZ2349,Biology,Cell,29,13,16,44.83,50.25
STU0392,QUIZ2350,Physics,Electricity,24,22,2,91.67,81.06
STU0392,QUIZ2351,Chemistry,Chemical Bonding,26,23,3,88.46,63.58
STU0392,QUIZ2352,Mathematics,Trigonometry,29,26,3,89.66,39.03
STU0393,QUIZ2353,Chemistry,Organic Chemistry,15,5,10,33.33,62.03
STU0393,QUIZ2354,Physics,Laws of Motion,15,13,2,86.67,40.04
STU0393,QUIZ2355,Biology,Plant Physiology,30,21,9,70.0,84.56
STU0393,QUIZ2356,Chemistry,Organic Chemistry,19,10,9,52.63,43.7
STU0393,QUIZ2357,Physics,Motion,28,25,3,89.29,60.16
STU0393,QUIZ2358,Mathematics,Probability,16,8,8,50.0,26.69
STU0394,QUIZ2359,Physics,Laws of Motion,25,8,17,32.0,47.43
STU0394,QUIZ2360,Chemistry,Atoms,22,20,2,90.91,68.92
STU0394,QUIZ2361,Physics,Electricity,21,6,15,28.57,42.86
STU0394,QUIZ2362,Biology,Plant Physiology,21,11,10,52.38,28.41
STU0394,QUIZ2363,Mathematics,Calculus,15,15,0,100.0,30.73
STU0394,QUIZ2364,Mathematics,Calculus,29,17,12,58.62,56.48
STU0395,QUIZ2365,Physics,Electricity,22,5,17,22.73,47.15
STU0395,QUIZ2366,Physics,Motion,29,15,14,51.72,42.33
STU0395,QUIZ2367,Biology,Plant Physiology,15,14,1,93.33,27.63
STU0395,QUIZ2368,Mathematics,Probability,20,13,7,65.0,43.13
STU0395,QUIZ2369,Biology,Cell,15,5,10,33.33,60.29
STU0395,QUIZ2370,Physics,Laws of Motion,26,9,17,34.62,75.77
STU0396,QUIZ2371,Chemistry,Chemical Bonding,30,17,13,56.67,28.27
STU0396,QUIZ2372,Biology,Genetics,24,23,1,95.83,71.15
STU0396,QUIZ2373,Mathematics,Trigonometry,17,9,8,52.94,32.64
STU0396,QUIZ2374,Physics,Electricity,29,12,17,41.38,54.54
STU0396,QUIZ2375,Mathematics,Probability,30,20,10,66.67,26.52
STU0396,QUIZ2376,Physics,Motion,16,8,8,50.0,72.47
STU0397,QUIZ2377,Physics,Work and Energy,19,15,4,78.95,48.67
STU0397,QUIZ2378,Mathematics,Trigonometry,15,8,7,53.33,26.88
STU0397,QUIZ2379,Chemistry,Acids and Bases,18,8,10,44.44,61.11
STU0397,QUIZ2380,Physics,Work and Energy,26,12,14,46.15,47.5
STU0397,QUIZ2381,Biology,Cell,28,11,17,39.29,26.81
STU0397,QUIZ2382,Physics,Motion,21,14,7,66.67,81.58
STU0398,QUIZ2383,Biology,Human Body,24,6,18,25.0,42.16
STU0398,QUIZ2384,Biology,Plant Physiology,25,5,20,20.0,47.07
STU0398,QUIZ2385,Physics,Work and Energy,17,13,4,76.47,70.42
STU0398,QUIZ2386,Physics,Laws of Motion,30,10,20,33.33,35.86
STU0398,QUIZ2387,Biology,Human Body,27,8,19,29.63,35.24
STU0398,QUIZ2388,Physics,Work and Energy,29,21,8,72.41,51.21
STU0399,QUIZ2389,Mathematics,Calculus,16,6,10,37.5,25.44
STU0399,QUIZ2390,Mathematics,Probability,15,7,8,46.67,23.5
STU0399,QUIZ2391,Biology,Human Body,26,16,10,61.54,83.33
STU0399,QUIZ2392,Biology,Plant Physiology,21,16,5,76.19,64.58
STU0399,QUIZ2393,Physics,Laws of Motion,22,22,0,100.0,69.17
STU0399,QUIZ2394,Physics,Motion,26,24,2,92.31,64.48
STU0400,QUIZ2395,Mathematics,Probability,29,11,18,37.93,41.43
STU0400,QUIZ2396,Chemistry,Organic Chemistry,20,5,15,25.0,76.18
STU0400,QUIZ2397,Biology,Plant Physiology,19,17,2,89.47,59.1
STU0400,QUIZ2398,Biology,Human Body,16,15,1,93.75,86.29
STU0400,QUIZ2399,Biology,Genetics,23,18,5,78.26,41.76
STU0400,QUIZ2400,Physics,Electricity,30,14,16,46.67,37.51
STU0401,QUIZ2401,Biology,Human Body,27,21,6,77.78,56.0
STU0401,QUIZ2402,Chemistry,Acids and Bases,17,5,12,29.41,68.14
STU0401,QUIZ2403,Mathematics,Probability,26,14,12,53.85,24.99
STU0401,QUIZ2404,Biology,Human Body,15,5,10,33.33,87.24
STU0401,QUIZ2405,Mathematics,Trigonometry,16,9,7,56.25,80.11
STU0401,QUIZ2406,Physics,Electricity,16,5,11,31.25,30.52
STU0402,QUIZ2407,Mathematics,Calculus,23,21,2,91.3,41.6
STU0402,QUIZ2408,Biology,Cell,17,17,0,100.0,79.19
STU0402,QUIZ2409,Physics,Motion,22,20,2,90.91,48.42
STU0402,QUIZ2410,Chemistry,Organic Chemistry,19,17,2,89.47,50.31
STU0402,QUIZ2411,Mathematics,Trigonometry,15,12,3,80.0,60.36
STU0402,QUIZ2412,Biology,Cell,26,13,13,50.0,36.31
STU0403,QUIZ2413,Biology,Plant Physiology,21,15,6,71.43,62.7
STU0403,QUIZ2414,Chemistry,Atoms,19,17,2,89.47,47.08
STU0403,QUIZ2415,Physics,Motion,28,11,17,39.29,35.48
STU0403,QUIZ2416,Physics,Electricity,30,29,1,96.67,69.81
STU0403,QUIZ2417,Chemistry,Atoms,22,18,4,81.82,85.3
STU0403,QUIZ2418,Physics,Electricity,30,16,14,53.33,64.38
STU0404,QUIZ2419,Chemistry,Organic Chemistry,20,8,12,40.0,55.99
STU0404,QUIZ2420,Biology,Genetics,24,18,6,75.0,49.94
STU0404,QUIZ2421,Mathematics,Calculus,23,18,5,78.26,67.08
STU0404,QUIZ2422,Biology,Plant Physiology,19,14,5,73.68,23.58
STU0404,QUIZ2423,Chemistry,Chemical Bonding,27,23,4,85.19,74.25
STU0404,QUIZ2424,Chemistry,Organic Chemistry,21,9,12,42.86,46.27
STU0405,QUIZ2425,Physics,Electricity,26,18,8,69.23,56.67
STU0405,QUIZ2426,Biology,Human Body,25,5,20,20.0,34.96
STU0405,QUIZ2427,Mathematics,Calculus,17,12,5,70.59,38.12
STU0405,QUIZ2428,Chemistry,Organic Chemistry,29,29,0,100.0,62.97
STU0405,QUIZ2429,Mathematics,Probability,21,18,3,85.71,88.4
STU0405,QUIZ2430,Biology,Cell,26,7,19,26.92,60.63
STU0406,QUIZ2431,Physics,Electricity,22,22,0,100.0,76.56
STU0406,QUIZ2432,Mathematics,Trigonometry,15,6,9,40.0,65.68
STU0406,QUIZ2433,Biology,Human Body,24,23,1,95.83,52.74
STU0406,QUIZ2434,Chemistry,Chemical Bonding,23,11,12,47.83,36.45
STU0406,QUIZ2435,Physics,Laws of Motion,27,5,22,18.52,44.82
STU0406,QUIZ2436,Physics,Motion,26,7,19,26.92,44.83
STU0407,QUIZ2437,Chemistry,Atoms,30,24,6,80.0,69.82
STU0407,QUIZ2438,Chemistry,Organic Chemistry,20,18,2,90.0,28.64
STU0407,QUIZ2439,Biology,Cell,24,19,5,79.17,59.51
STU0407,QUIZ2440,Chemistry,Organic Chemistry,20,13,7,65.0,89.28
STU0407,QUIZ2441,Chemistry,Atoms,26,16,10,61.54,45.98
STU0407,QUIZ2442,Mathematics,Trigonometry,28,10,18,35.71,73.44
STU0408,QUIZ2443,Mathematics,Trigonometry,19,12,7,63.16,65.28
STU0408,QUIZ2444,Biology,Genetics,29,19,10,65.52,85.21
STU0408,QUIZ2445,Biology,Cell,15,10,5,66.67,38.74
STU0408,QUIZ2446,Biology,Genetics,15,7,8,46.67,82.25
STU0408,QUIZ2447,Physics,Motion,20,11,9,55.0,38.17
STU0408,QUIZ2448,Mathematics,Algebra,20,5,15,25.0,36.21
STU0409,QUIZ2449,Mathematics,Trigonometry,17,8,9,47.06,39.43
STU0409,QUIZ2450,Mathematics,Probability,20,5,15,25.0,67.56
STU0409,QUIZ2451,Biology,Genetics,30,30,0,100.0,68.14
STU0409,QUIZ2452,Chemistry,Acids and Bases,19,17,2,89.47,61.3
STU0409,QUIZ2453,Biology,Plant Physiology,25,11,14,44.0,65.73
STU0409,QUIZ2454,Mathematics,Probability,29,29,0,100.0,60.56
STU0410,QUIZ2455,Biology,Genetics,28,12,16,42.86,23.18
STU0410,QUIZ2456,Mathematics,Probability,25,24,1,96.0,86.04
STU0410,QUIZ2457,Biology,Cell,16,10,6,62.5,51.02
STU0410,QUIZ2458,Chemistry,Chemical Bonding,25,14,11,56.0,87.46
STU0410,QUIZ2459,Physics,Work and Energy,26,23,3,88.46,74.48
STU0410,QUIZ2460,Biology,Cell,30,6,24,20.0,64.79
STU0411,QUIZ2461,Biology,Cell,20,8,12,40.0,48.21
STU0411,QUIZ2462,Chemistry,Atoms,18,6,12,33.33,44.11
STU0411,QUIZ2463,Physics,Electricity,25,7,18,28.0,33.79
STU0411,QUIZ2464,Mathematics,Trigonometry,22,21,1,95.45,81.08
STU0411,QUIZ2465,Chemistry,Atoms,25,6,19,24.0,24.96
STU0411,QUIZ2466,Chemistry,Atoms,18,12,6,66.67,50.69
STU0412,QUIZ2467,Physics,Motion,17,7,10,41.18,59.09
STU0412,QUIZ2468,Mathematics,Calculus,26,25,1,96.15,84.39
STU0412,QUIZ2469,Biology,Plant Physiology,22,20,2,90.91,46.07
STU0412,QUIZ2470,Physics,Laws of Motion,28,9,19,32.14,64.93
STU0412,QUIZ2471,Mathematics,Probability,16,10,6,62.5,71.77
STU0412,QUIZ2472,Physics,Laws of Motion,23,12,11,52.17,27.72
STU0413,QUIZ2473,Mathematics,Trigonometry,21,13,8,61.9,28.02
STU0413,QUIZ2474,Biology,Genetics,15,5,10,33.33,34.25
STU0413,QUIZ2475,Chemistry,Chemical Bonding,28,23,5,82.14,20.53
STU0413,QUIZ2476,Biology,Genetics,20,8,12,40.0,30.77
STU0413,QUIZ2477,Biology,Plant Physiology,29,5,24,17.24,88.78
STU0413,QUIZ2478,Chemistry,Atoms,27,7,20,25.93,77.03
STU0414,QUIZ2479,Physics,Laws of Motion,28,14,14,50.0,57.49
STU0414,QUIZ2480,Mathematics,Calculus,15,13,2,86.67,26.31
STU0414,QUIZ2481,Mathematics,Calculus,21,19,2,90.48,27.94
STU0414,QUIZ2482,Biology,Plant Physiology,21,16,5,76.19,86.87
STU0414,QUIZ2483,Chemistry,Organic Chemistry,21,20,1,95.24,73.97
STU0414,QUIZ2484,Chemistry,Chemical Bonding,24,13,11,54.17,52.27
STU0415,QUIZ2485,Chemistry,Chemical Bonding,18,13,5,72.22,79.5
STU0415,QUIZ2486,Chemistry,Atoms,18,8,10,44.44,52.2
STU0415,QUIZ2487,Mathematics,Probability,22,8,14,36.36,38.09
STU0415,QUIZ2488,Chemistry,Acids and Bases,23,6,17,26.09,51.38
STU0415,QUIZ2489,Chemistry,Organic Chemistry,20,15,5,75.0,25.93
STU0415,QUIZ2490,Mathematics,Probability,20,8,12,40.0,56.17
STU0416,QUIZ2491,Mathematics,Probability,24,17,7,70.83,59.46
STU0416,QUIZ2492,Physics,Motion,26,19,7,73.08,86.69
STU0416,QUIZ2493,Chemistry,Chemical Bonding,26,19,7,73.08,48.04
STU0416,QUIZ2494,Biology,Plant Physiology,26,10,16,38.46,38.58
STU0416,QUIZ2495,Biology,Human Body,24,13,11,54.17,75.57
STU0416,QUIZ2496,Physics,Motion,26,9,17,34.62,41.54
STU0417,QUIZ2497,Physics,Motion,26,23,3,88.46,39.28
STU0417,QUIZ2498,Physics,Work and Energy,16,11,5,68.75,32.83
STU0417,QUIZ2499,Biology,Genetics,22,15,7,68.18,55.12
STU0417,QUIZ2500,Biology,Cell,28,20,8,71.43,61.05
STU0417,QUIZ2501,Biology,Plant Physiology,27,9,18,33.33,46.78
STU0417,QUIZ2502,Biology,Human Body,28,10,18,35.71,81.27
STU0418,QUIZ2503,Physics,Work and Energy,25,22,3,88.0,24.22
STU0418,QUIZ2504,Chemistry,Organic Chemistry,19,14,5,73.68,36.54
STU0418,QUIZ2505,Chemistry,Organic Chemistry,23,15,8,65.22,29.56
STU0418,QUIZ2506,Biology,Human Body,27,8,19,29.63,28.45
STU0418,QUIZ2507,Mathematics,Calculus,27,15,12,55.56,69.48
STU0418,QUIZ2508,Physics,Laws of Motion,18,10,8,55.56,20.5
STU0419,QUIZ2509,Biology,Plant Physiology,23,6,17,26.09,48.36
STU0419,QUIZ2510,Biology,Genetics,29,15,14,51.72,69.13
STU0419,QUIZ2511,Chemistry,Chemical Bonding,29,12,17,41.38,43.33
STU0419,QUIZ2512,Chemistry,Acids and Bases,23,22,1,95.65,85.46
STU0419,QUIZ2513,Mathematics,Trigonometry,15,7,8,46.67,61.71
STU0419,QUIZ2514,Biology,Genetics,19,5,14,26.32,43.81
STU0420,QUIZ2515,Chemistry,Chemical Bonding,19,9,10,47.37,23.2
STU0420,QUIZ2516,Chemistry,Chemical Bonding,20,6,14,30.0,70.46
STU0420,QUIZ2517,Biology,Cell,21,19,2,90.48,64.01
STU0420,QUIZ2518,Biology,Plant Physiology,20,17,3,85.0,22.33
STU0420,QUIZ2519,Physics,Work and Energy,26,7,19,26.92,47.56
STU0420,QUIZ2520,Biology,Plant Physiology,28,18,10,64.29,64.1
STU0421,QUIZ2521,Mathematics,Trigonometry,28,24,4,85.71,66.5
STU0421,QUIZ2522,Chemistry,Atoms,17,16,1,94.12,31.39
STU0421,QUIZ2523,Physics,Motion,26,8,18,30.77,79.84
STU0421,QUIZ2524,Mathematics,Algebra,26,23,3,88.46,34.88
STU0421,QUIZ2525,Biology,Plant Physiology,20,20,0,100.0,36.5
STU0421,QUIZ2526,Biology,Human Body,21,8,13,38.1,53.9
STU0422,QUIZ2527,Chemistry,Chemical Bonding,18,8,10,44.44,68.68
STU0422,QUIZ2528,Mathematics,Algebra,23,21,2,91.3,78.42
STU0422,QUIZ2529,Mathematics,Calculus,24,9,15,37.5,27.74
STU0422,QUIZ2530,Physics,Work and Energy,20,11,9,55.0,24.91
STU0422,QUIZ2531,Chemistry,Acids and Bases,20,20,0,100.0,48.64
STU0422,QUIZ2532,Chemistry,Organic Chemistry,22,15,7,68.18,20.27
STU0423,QUIZ2533,Chemistry,Chemical Bonding,29,9,20,31.03,56.96
STU0423,QUIZ2534,Physics,Motion,18,15,3,83.33,83.07
STU0423,QUIZ2535,Chemistry,Atoms,25,12,13,48.0,89.32
STU0423,QUIZ2536,Physics,Work and Energy,22,16,6,72.73,74.69
STU0423,QUIZ2537,Chemistry,Atoms,26,14,12,53.85,80.18
STU0423,QUIZ2538,Biology,Plant Physiology,18,16,2,88.89,82.8
STU0424,QUIZ2539,Mathematics,Trigonometry,17,17,0,100.0,34.39
STU0424,QUIZ2540,Physics,Work and Energy,23,23,0,100.0,62.1
STU0424,QUIZ2541,Chemistry,Acids and Bases,24,19,5,79.17,30.2
STU0424,QUIZ2542,Physics,Work and Energy,19,17,2,89.47,21.86
STU0424,QUIZ2543,Mathematics,Algebra,29,29,0,100.0,77.95
STU0424,QUIZ2544,Chemistry,Organic Chemistry,26,22,4,84.62,24.13
STU0425,QUIZ2545,Physics,Work and Energy,27,11,16,40.74,48.12
STU0425,QUIZ2546,Chemistry,Organic Chemistry,16,7,9,43.75,53.36
STU0425,QUIZ2547,Biology,Plant Physiology,25,19,6,76.0,28.1
STU0425,QUIZ2548,Physics,Motion,29,14,15,48.28,44.57
STU0425,QUIZ2549,Physics,Laws of Motion,24,11,13,45.83,39.36
STU0425,QUIZ2550,Physics,Laws of Motion,15,6,9,40.0,50.86
STU0426,QUIZ2551,Physics,Laws of Motion,27,15,12,55.56,25.81
STU0426,QUIZ2552,Chemistry,Atoms,19,16,3,84.21,71.06
STU0426,QUIZ2553,Physics,Electricity,22,7,15,31.82,71.83
STU0426,QUIZ2554,Biology,Cell,17,13,4,76.47,37.56
STU0426,QUIZ2555,Chemistry,Organic Chemistry,28,6,22,21.43,83.64
STU0426,QUIZ2556,Chemistry,Atoms,26,6,20,23.08,63.17
STU0427,QUIZ2557,Physics,Electricity,28,7,21,25.0,25.53
STU0427,QUIZ2558,Physics,Electricity,29,25,4,86.21,68.24
STU0427,QUIZ2559,Chemistry,Acids and Bases,26,13,13,50.0,40.41
STU0427,QUIZ2560,Biology,Genetics,21,11,10,52.38,86.42
STU0427,QUIZ2561,Physics,Electricity,24,24,0,100.0,69.29
STU0427,QUIZ2562,Chemistry,Chemical Bonding,18,8,10,44.44,58.1
STU0428,QUIZ2563,Physics,Electricity,27,25,2,92.59,20.98
STU0428,QUIZ2564,Chemistry,Atoms,20,20,0,100.0,40.16
STU0428,QUIZ2565,Biology,Cell,22,6,16,27.27,53.06
STU0428,QUIZ2566,Biology,Cell,22,9,13,40.91,24.2
STU0428,QUIZ2567,Mathematics,Algebra,29,23,6,79.31,30.76
STU0428,QUIZ2568,Chemistry,Organic Chemistry,21,18,3,85.71,86.41
STU0429,QUIZ2569,Chemistry,Acids and Bases,22,20,2,90.91,73.95
STU0429,QUIZ2570,Physics,Electricity,29,25,4,86.21,54.01
STU0429,QUIZ2571,Chemistry,Atoms,25,8,17,32.0,58.75
STU0429,QUIZ2572,Physics,Electricity,29,8,21,27.59,74.68
STU0429,QUIZ2573,Mathematics,Trigonometry,21,14,7,66.67,67.74
STU0429,QUIZ2574,Biology,Genetics,26,10,16,38.46,45.23
STU0430,QUIZ2575,Mathematics,Trigonometry,22,18,4,81.82,78.05
STU0430,QUIZ2576,Chemistry,Acids and Bases,24,22,2,91.67,49.25
STU0430,QUIZ2577,Physics,Work and Energy,19,14,5,73.68,78.93
STU0430,QUIZ2578,Mathematics,Probability,26,10,16,38.46,21.65
STU0430,QUIZ2579,Physics,Electricity,28,7,21,25.0,81.76
STU0430,QUIZ2580,Chemistry,Chemical Bonding,20,11,9,55.0,38.06
STU0431,QUIZ2581,Biology,Plant Physiology,17,17,0,100.0,41.22
STU0431,QUIZ2582,Chemistry,Organic Chemistry,21,16,5,76.19,80.13
STU0431,QUIZ2583,Physics,Electricity,29,10,19,34.48,21.02
STU0431,QUIZ2584,Biology,Cell,27,18,9,66.67,87.22
STU0431,QUIZ2585,Chemistry,Acids and Bases,23,8,15,34.78,31.11
STU0431,QUIZ2586,Physics,Electricity,29,19,10,65.52,60.3
STU0432,QUIZ2587,Biology,Cell,18,6,12,33.33,55.07
STU0432,QUIZ2588,Physics,Laws of Motion,15,13,2,86.67,40.6
STU0432,QUIZ2589,Physics,Laws of Motion,22,21,1,95.45,75.37
STU0432,QUIZ2590,Mathematics,Algebra,28,7,21,25.0,44.38
STU0432,QUIZ2591,Physics,Laws of Motion,18,8,10,44.44,87.48
STU0432,QUIZ2592,Mathematics,Calculus,29,16,13,55.17,88.93
STU0433,QUIZ2593,Mathematics,Calculus,16,14,2,87.5,47.44
STU0433,QUIZ2594,Chemistry,Organic Chemistry,26,7,19,26.92,27.52
STU0433,QUIZ2595,Biology,Genetics,20,7,13,35.0,82.75
STU0433,QUIZ2596,Physics,Motion,22,13,9,59.09,84.18
STU0433,QUIZ2597,Biology,Human Body,27,6,21,22.22,73.79
STU0433,QUIZ2598,Mathematics,Probability,18,5,13,27.78,24.98
STU0434,QUIZ2599,Chemistry,Organic Chemistry,18,16,2,88.89,60.22
STU0434,QUIZ2600,Mathematics,Trigonometry,22,19,3,86.36,40.8
STU0434,QUIZ2601,Mathematics,Calculus,27,14,13,51.85,67.73
STU0434,QUIZ2602,Biology,Plant Physiology,25,6,19,24.0,22.55
STU0434,QUIZ2603,Chemistry,Acids and Bases,15,12,3,80.0,89.42
STU0434,QUIZ2604,Biology,Genetics,21,21,0,100.0,61.96
STU0435,QUIZ2605,Chemistry,Atoms,19,12,7,63.16,56.09
STU0435,QUIZ2606,Chemistry,Organic Chemistry,28,5,23,17.86,84.2
STU0435,QUIZ2607,Chemistry,Atoms,18,7,11,38.89,79.56
STU0435,QUIZ2608,Biology,Human Body,28,23,5,82.14,87.46
STU0435,QUIZ2609,Chemistry,Atoms,17,10,7,58.82,64.62
STU0435,QUIZ2610,Physics,Work and Energy,21,7,14,33.33,62.89
STU0436,QUIZ2611,Biology,Genetics,18,17,1,94.44,51.49
STU0436,QUIZ2612,Mathematics,Algebra,23,16,7,69.57,39.1
STU0436,QUIZ2613,Physics,Motion,21,11,10,52.38,42.3
STU0436,QUIZ2614,Physics,Work and Energy,26,19,7,73.08,75.28
STU0436,QUIZ2615,Biology,Human Body,15,7,8,46.67,33.17
STU0436,QUIZ2616,Mathematics,Trigonometry,21,18,3,85.71,52.2
STU0437,QUIZ2617,Biology,Plant Physiology,30,22,8,73.33,36.54
STU0437,QUIZ2618,Mathematics,Algebra,30,7,23,23.33,43.12
STU0437,QUIZ2619,Physics,Laws of Motion,21,11,10,52.38,76.29
STU0437,QUIZ2620,Chemistry,Organic Chemistry,18,13,5,72.22,25.36
STU0437,QUIZ2621,Biology,Plant Physiology,23,5,18,21.74,85.14
STU0437,QUIZ2622,Biology,Human Body,21,12,9,57.14,51.71
STU0438,QUIZ2623,Physics,Work and Energy,16,7,9,43.75,54.53
STU0438,QUIZ2624,Physics,Electricity,19,14,5,73.68,78.65
STU0438,QUIZ2625,Biology,Human Body,15,9,6,60.0,54.12
STU0438,QUIZ2626,Physics,Electricity,30,14,16,46.67,50.89
STU0438,QUIZ2627,Chemistry,Chemical Bonding,26,21,5,80.77,43.07
STU0438,QUIZ2628,Physics,Motion,15,5,10,33.33,29.97
STU0439,QUIZ2629,Biology,Genetics,19,18,1,94.74,47.4
STU0439,QUIZ2630,Chemistry,Atoms,22,10,12,45.45,44.38
STU0439,QUIZ2631,Physics,Work and Energy,19,15,4,78.95,36.96
STU0439,QUIZ2632,Mathematics,Trigonometry,26,10,16,38.46,36.28
STU0439,QUIZ2633,Mathematics,Algebra,15,13,2,86.67,79.03
STU0439,QUIZ2634,Biology,Genetics,22,16,6,72.73,77.89
STU0440,QUIZ2635,Mathematics,Probability,22,15,7,68.18,56.85
STU0440,QUIZ2636,Chemistry,Chemical Bonding,27,21,6,77.78,77.85
STU0440,QUIZ2637,Chemistry,Acids and Bases,17,7,10,41.18,22.54
STU0440,QUIZ2638,Mathematics,Trigonometry,23,8,15,34.78,38.8
STU0440,QUIZ2639,Mathematics,Trigonometry,18,17,1,94.44,54.67
STU0440,QUIZ2640,Biology,Cell,17,8,9,47.06,75.76
STU0441,QUIZ2641,Chemistry,Acids and Bases,19,7,12,36.84,56.73
STU0441,QUIZ2642,Chemistry,Organic Chemistry,20,16,4,80.0,86.1
STU0441,QUIZ2643,Mathematics,Trigonometry,19,9,10,47.37,65.18
STU0441,QUIZ2644,Biology,Human Body,15,5,10,33.33,26.04
STU0441,QUIZ2645,Chemistry,Atoms,29,7,22,24.14,45.12
STU0441,QUIZ2646,Biology,Genetics,27,17,10,62.96,87.69
STU0442,QUIZ2647,Physics,Laws of Motion,20,14,6,70.0,22.5
STU0442,QUIZ2648,Mathematics,Trigonometry,26,19,7,73.08,78.73
STU0442,QUIZ2649,Chemistry,Acids and Bases,16,10,6,62.5,45.9
STU0442,QUIZ2650,Mathematics,Probability,24,9,15,37.5,46.51
STU0442,QUIZ2651,Biology,Genetics,30,17,13,56.67,61.45
STU0442,QUIZ2652,Biology,Genetics,17,11,6,64.71,55.49
STU0443,QUIZ2653,Biology,Human Body,18,9,9,50.0,56.81
STU0443,QUIZ2654,Physics,Laws of Motion,16,11,5,68.75,89.67
STU0443,QUIZ2655,Chemistry,Acids and Bases,28,18,10,64.29,48.56
STU0443,QUIZ2656,Chemistry,Acids and Bases,17,16,1,94.12,44.9
STU0443,QUIZ2657,Biology,Plant Physiology,20,14,6,70.0,65.25
STU0443,QUIZ2658,Chemistry,Atoms,18,8,10,44.44,55.13
STU0444,QUIZ2659,Physics,Work and Energy,28,15,13,53.57,84.2
STU0444,QUIZ2660,Mathematics,Calculus,26,17,9,65.38,74.01
STU0444,QUIZ2661,Physics,Electricity,21,8,13,38.1,45.46
STU0444,QUIZ2662,Chemistry,Chemical Bonding,15,5,10,33.33,36.64
STU0444,QUIZ2663,Chemistry,Acids and Bases,27,16,11,59.26,60.11
STU0444,QUIZ2664,Chemistry,Organic Chemistry,16,9,7,56.25,36.74
STU0445,QUIZ2665,Physics,Electricity,19,8,11,42.11,41.08
STU0445,QUIZ2666,Chemistry,Organic Chemistry,29,7,22,24.14,67.86
STU0445,QUIZ2667,Chemistry,Acids and Bases,17,13,4,76.47,43.43
STU0445,QUIZ2668,Chemistry,Atoms,27,8,19,29.63,59.23
STU0445,QUIZ2669,Chemistry,Atoms,22,14,8,63.64,74.67
STU0445,QUIZ2670,Mathematics,Trigonometry,15,8,7,53.33,55.44
STU0446,QUIZ2671,Physics,Electricity,22,17,5,77.27,42.77
STU0446,QUIZ2672,Biology,Plant Physiology,29,12,17,41.38,74.74
STU0446,QUIZ2673,Mathematics,Probability,23,18,5,78.26,87.36
STU0446,QUIZ2674,Physics,Laws of Motion,20,7,13,35.0,75.64
STU0446,QUIZ2675,Chemistry,Acids and Bases,15,7,8,46.67,34.48
STU0446,QUIZ2676,Chemistry,Chemical Bonding,21,15,6,71.43,63.0
STU0447,QUIZ2677,Chemistry,Organic Chemistry,30,28,2,93.33,77.18
STU0447,QUIZ2678,Mathematics,Trigonometry,16,13,3,81.25,59.53
STU0447,QUIZ2679,Physics,Work and Energy,30,27,3,90.0,40.85
STU0447,QUIZ2680,Mathematics,Probability,17,14,3,82.35,49.94
STU0447,QUIZ2681,Physics,Motion,22,15,7,68.18,80.27
STU0447,QUIZ2682,Chemistry,Atoms,26,22,4,84.62,54.3
STU0448,QUIZ2683,Physics,Laws of Motion,30,26,4,86.67,73.57
STU0448,QUIZ2684,Physics,Work and Energy,29,24,5,82.76,30.29
