Student_ID,Video_ID,Subject,Chapter,Video_Length,Watch_Time,Percentage_Completed,Number_of_Replays,Completion_Status
STU0172,VID1373,Chemistry,Chemical Bonding,41,12,29.27,0,Not Completed
STU0172,VID1374,Mathematics,Trigonometry,54,29,53.7,1,Partially Completed
STU0172,VID1375,Chemistry,Organic Chemistry,54,53,98.15,2,Completed
STU0172,VID1376,Mathematics,Calculus,46,39,84.78,0,Partially Completed
STU0173,VID1377,Chemistry,Atoms,82,79,96.34,3,Completed
STU0173,VID1378,Chemistry,Chemical Bonding,22,19,86.36,1,Partially Completed
STU0173,VID1379,Biology,Human Body,63,16,25.4,4,Not Completed
STU0173,VID1380,Mathematics,Trigonometry,65,19,29.23,0,Not Completed
STU0173,VID1381,Mathematics,Algebra,65,53,81.54,5,Partially Completed
STU0173,VID1382,Mathematics,Probability,40,19,47.5,4,Not Completed
STU0173,VID1383,Biology,Cell,46,40,86.96,0,Partially Completed
STU0173,VID1384,Biology,Genetics,54,15,27.78,2,Not Completed
STU0174,VID1385,Mathematics,Algebra,69,60,86.96,4,Partially Completed
STU0174,VID1386,Physics,Laws of Motion,35,13,37.14,4,Not Completed
STU0174,VID1387,Physics,Laws of Motion,77,44,57.14,3,Partially Completed
STU0174,VID1388,Mathematics,Algebra,34,12,35.29,3,Not Completed
STU0174,VID1389,Chemistry,Organic Chemistry,46,26,56.52,3,Partially Completed
STU0174,VID1390,Physics,Motion,49,43,87.76,4,Partially Completed
STU0174,VID1391,Physics,Motion,35,17,48.57,3,Not Completed
STU0174,VID1392,Physics,Motion,86,71,82.56,4,Partially Completed
STU0175,VID1393,Physics,Laws of Motion,49,36,73.47,0,Partially Completed
STU0175,VID1394,Chemistry,Chemical Bonding,53,38,71.7,0,Partially Completed
STU0175,VID1395,Physics,Electricity,48,19,39.58,5,Not Completed
STU0175,VID1396,Physics,Work and Energy,81,20,24.69,3,Not Completed
STU0175,VID1397,Physics,Electricity,68,55,80.88,0,Partially Completed
STU0175,VID1398,Mathematics,Algebra,88,77,87.5,2,Partially Completed
STU0175,VID1399,Chemistry,Atoms,43,12,27.91,0,Not Completed
STU0175,VID1400,Biology,Human Body,49,33,67.35,4,Partially Completed
STU0176,VID1401,Chemistry,Organic Chemistry,29,10,34.48,1,Not Completed
STU0176,VID1402,Physics,Motion,40,26,65.0,3,Partially Completed
STU0176,VID1403,Mathematics,Probability,24,14,58.33,1,Partially Completed
STU0176,VID1404,Biology,Cell,62,60,96.77,4,Completed
STU0176,VID1405,Chemistry,Atoms,20,13,65.0,0,Partially Completed
STU0176,VID1406,Biology,Cell,21,19,90.48,4,Completed
STU0176,VID1407,Physics,Electricity,71,34,47.89,3,Not Completed
STU0176,VID1408,Mathematics,Calculus,27,27,100.0,3,Completed
STU0177,VID1409,Chemistry,Acids and Bases,52,30,57.69,2,Partially Completed
STU0177,VID1410,Chemistry,Atoms,86,21,24.42,4,Not Completed
STU0177,VID1411,Physics,Work and Energy,54,19,35.19,3,Not Completed
STU0177,VID1412,Mathematics,Algebra,90,56,62.22,1,Partially Completed
STU0177,VID1413,Biology,Plant Physiology,82,30,36.59,2,Not Completed
STU0177,VID1414,Mathematics,Algebra,65,43,66.15,2,Partially Completed
STU0177,VID1415,Chemistry,Chemical Bonding,20,12,60.0,5,Partially Completed
STU0177,VID1416,Mathematics,Trigonometry,64,48,75.0,3,Partially Completed
STU0178,VID1417,Mathematics,Probability,71,52,73.24,1,Partially Completed
STU0178,VID1418,Physics,Electricity,72,61,84.72,4,Partially Completed
STU0178,VID1419,Mathematics,Probability,65,31,47.69,3,Not Completed
STU0178,VID1420,Physics,Electricity,62,42,67.74,4,Partially Completed
STU0178,VID1421,Physics,Laws of Motion,77,59,76.62,4,Partially Completed
STU0178,VID1422,Physics,Electricity,39,29,74.36,2,Partially Completed
STU0178,VID1423,Physics,Motion,85,26,30.59,4,Not Completed
STU0178,VID1424,Mathematics,Algebra,67,51,76.12,3,Partially Completed
STU0179,VID1425,Mathematics,Probability,62,48,77.42,1,Partially Completed
STU0179,VID1426,Physics,Electricity,88,77,87.5,5,Partially Completed
STU0179,VID1427,Physics,Laws of Motion,87,70,80.46,1,Partially Completed
STU0179,VID1428,Mathematics,Probability,34,28,82.35,5,Partially Completed
STU0179,VID1429,Physics,Electricity,67,42,62.69,0,Partially Completed
STU0179,VID1430,Mathematics,Calculus,22,15,68.18,4,Partially Completed
STU0179,VID1431,Physics,Electricity,58,52,89.66,4,Partially Completed
STU0179,VID1432,Physics,Work and Energy,39,15,38.46,0,Not Completed
STU0180,VID1433,Mathematics,Trigonometry,81,53,65.43,4,Partially Completed
STU0180,VID1434,Physics,Work and Energy,34,21,61.76,4,Partially Completed
STU0180,VID1435,Physics,Motion,36,26,72.22,5,Partially Completed
STU0180,VID1436,Physics,Motion,52,16,30.77,0,Not Completed
STU0180,VID1437,Biology,Plant Physiology,41,22,53.66,1,Partially Completed
STU0180,VID1438,Mathematics,Calculus,58,12,20.69,0,Not Completed
STU0180,VID1439,Chemistry,Chemical Bonding,51,38,74.51,1,Partially Completed
STU0180,VID1440,Biology,Cell,24,18,75.0,4,Partially Completed
STU0181,VID1441,Chemistry,Chemical Bonding,88,66,75.0,1,Partially Completed
STU0181,VID1442,Mathematics,Calculus,71,59,83.1,3,Partially Completed
STU0181,VID1443,Biology,Plant Physiology,67,28,41.79,5,Not Completed
STU0181,VID1444,Chemistry,Organic Chemistry,27,14,51.85,1,Partially Completed
STU0181,VID1445,Biology,Cell,63,43,68.25,0,Partially Completed
STU0181,VID1446,Physics,Motion,52,45,86.54,3,Partially Completed
STU0181,VID1447,Mathematics,Algebra,90,49,54.44,3,Partially Completed
STU0181,VID1448,Mathematics,Probability,34,12,35.29,5,Not Completed
STU0182,VID1449,Chemistry,Organic Chemistry,45,16,35.56,1,Not Completed
STU0182,VID1450,Chemistry,Organic Chemistry,26,26,100.0,4,Completed
STU0182,VID1451,Chemistry,Organic Chemistry,81,73,90.12,5,Completed
STU0182,VID1452,Physics,Work and Energy,58,21,36.21,5,Not Completed
STU0182,VID1453,Physics,Motion,63,21,33.33,1,Not Completed
STU0182,VID1454,Physics,Electricity,73,56,76.71,4,Partially Completed
STU0182,VID1455,Mathematics,Probability,67,48,71.64,2,Partially Completed
STU0182,VID1456,Physics,Motion,59,30,50.85,4,Partially Completed
STU0183,VID1457,Biology,Human Body,47,35,74.47,0,Partially Completed
STU0183,VID1458,Mathematics,Calculus,85,54,63.53,1,Partially Completed
STU0183,VID1459,Mathematics,Trigonometry,63,47,74.6,0,Partially Completed
STU0183,VID1460,Chemistry,Acids and Bases,33,17,51.52,4,Partially Completed
STU0183,VID1461,Chemistry,Acids and Bases,27,15,55.56,3,Partially Completed
STU0183,VID1462,Chemistry,Chemical Bonding,45,42,93.33,1,Completed
STU0183,VID1463,Physics,Laws of Motion,43,39,90.7,2,Completed
STU0183,VID1464,Chemistry,Atoms,52,17,32.69,3,Not Completed
STU0184,VID1465,Chemistry,Organic Chemistry,76,19,25.0,4,Not Completed
STU0184,VID1466,Mathematics,Probability,66,43,65.15,2,Partially Completed
STU0184,VID1467,Biology,Plant Physiology,42,30,71.43,2,Partially Completed
STU0184,VID1468,Chemistry,Atoms,46,16,34.78,3,Not Completed
STU0184,VID1469,Mathematics,Algebra,77,61,79.22,0,Partially Completed
STU0184,VID1470,Mathematics,Algebra,44,37,84.09,5,Partially Completed
STU0184,VID1471,Biology,Genetics,56,55,98.21,1,Completed
STU0184,VID1472,Physics,Work and Energy,20,17,85.0,0,Partially Completed
STU0185,VID1473,Mathematics,Algebra,50,24,48.0,2,Not Completed
STU0185,VID1474,Biology,Plant Physiology,20,14,70.0,1,Partially Completed
STU0185,VID1475,Physics,Laws of Motion,62,48,77.42,1,Partially Completed
STU0185,VID1476,Biology,Genetics,84,74,88.1,0,Partially Completed
STU0185,VID1477,Physics,Electricity,33,33,100.0,5,Completed
STU0185,VID1478,Physics,Motion,72,27,37.5,3,Not Completed
STU0185,VID1479,Biology,Genetics,85,20,23.53,2,Not Completed
STU0185,VID1480,Biology,Cell,74,40,54.05,0,Partially Completed
STU0186,VID1481,Biology,Genetics,41,17,41.46,0,Not Completed
STU0186,VID1482,Biology,Plant Physiology,24,18,75.0,2,Partially Completed
STU0186,VID1483,Mathematics,Algebra,50,32,64.0,4,Partially Completed
STU0186,VID1484,Biology,Genetics,90,64,71.11,4,Partially Completed
STU0186,VID1485,Mathematics,Probability,88,46,52.27,3,Partially Completed
STU0186,VID1486,Chemistry,Acids and Bases,71,38,53.52,0,Partially Completed
STU0186,VID1487,Chemistry,Atoms,61,32,52.46,5,Partially Completed
STU0186,VID1488,Mathematics,Trigonometry,47,22,46.81,2,Not Completed
STU0187,VID1489,Mathematics,Probability,83,54,65.06,5,Partially Completed
STU0187,VID1490,Mathematics,Probability,89,79,88.76,3,Partially Completed
STU0187,VID1491,Biology,Genetics,25,19,76.0,1,Partially Completed
STU0187,VID1492,Physics,Work and Energy,40,19,47.5,2,Not Completed
STU0187,VID1493,Physics,Electricity,41,24,58.54,0,Partially Completed
STU0187,VID1494,Chemistry,Chemical Bonding,54,11,20.37,2,Not Completed
STU0187,VID1495,Physics,Electricity,85,71,83.53,4,Partially Completed
STU0187,VID1496,Mathematics,Probability,39,38,97.44,4,Completed
STU0188,VID1497,Biology,Human Body,83,24,28.92,4,Not Completed
STU0188,VID1498,Physics,Motion,75,60,80.0,0,Partially Completed
STU0188,VID1499,Mathematics,Algebra,61,16,26.23,0,Not Completed
STU0188,VID1500,Physics,Laws of Motion,88,44,50.0,2,Partially Completed
STU0188,VID1501,Chemistry,Atoms,74,45,60.81,2,Partially Completed
STU0188,VID1502,Physics,Laws of Motion,82,52,63.41,0,Partially Completed
STU0188,VID1503,Physics,Work and Energy,80,56,70.0,1,Partially Completed
STU0188,VID1504,Physics,Laws of Motion,56,35,62.5,0,Partially Completed
STU0189,VID1505,Biology,Cell,63,50,79.37,3,Partially Completed
STU0189,VID1506,Biology,Plant Physiology,72,63,87.5,2,Partially Completed
STU0189,VID1507,Physics,Laws of Motion,26,24,92.31,0,Completed
STU0189,VID1508,Chemistry,Acids and Bases,41,19,46.34,4,Not Completed
STU0189,VID1509,Mathematics,Trigonometry,77,29,37.66,4,Not Completed
STU0189,VID1510,Mathematics,Trigonometry,82,23,28.05,0,Not Completed
STU0189,VID1511,Mathematics,Calculus,80,77,96.25,2,Completed
STU0189,VID1512,Physics,Electricity,59,43,72.88,4,Partially Completed
STU0190,VID1513,Physics,Electricity,57,49,85.96,5,Partially Completed
STU0190,VID1514,Mathematics,Calculus,23,19,82.61,1,Partially Completed
STU0190,VID1515,Physics,Laws of Motion,69,54,78.26,0,Partially Completed
STU0190,VID1516,Biology,Plant Physiology,80,59,73.75,4,Partially Completed
STU0190,VID1517,Biology,Plant Physiology,82,20,24.39,2,Not Completed
STU0190,VID1518,Chemistry,Atoms,24,23,95.83,3,Completed
STU0190,VID1519,Physics,Work and Energy,78,73,93.59,2,Completed
STU0190,VID1520,Mathematics,Algebra,67,66,98.51,5,Completed
STU0191,VID1521,Biology,Cell,24,13,54.17,1,Partially Completed
STU0191,VID1522,Biology,Genetics,85,72,84.71,1,Partially Completed
STU0191,VID1523,Physics,Work and Energy,33,20,60.61,1,Partially Completed
STU0191,VID1524,Physics,Motion,34,17,50.0,1,Partially Completed
STU0191,VID1525,Mathematics,Calculus,90,71,78.89,1,Partially Completed
STU0191,VID1526,Chemistry,Chemical Bonding,83,44,53.01,2,Partially Completed
STU0191,VID1527,Chemistry,Atoms,58,55,94.83,2,Completed
STU0191,VID1528,Chemistry,Atoms,87,44,50.57,0,Partially Completed
STU0192,VID1529,Physics,Motion,59,53,89.83,3,Partially Completed
STU0192,VID1530,Mathematics,Algebra,54,43,79.63,0,Partially Completed
STU0192,VID1531,Chemistry,Chemical Bonding,78,64,82.05,3,Partially Completed
STU0192,VID1532,Biology,Human Body,42,20,47.62,0,Not Completed
STU0192,VID1533,Mathematics,Algebra,37,18,48.65,2,Not Completed
STU0192,VID1534,Mathematics,Calculus,43,15,34.88,1,Not Completed
STU0192,VID1535,Physics,Motion,27,18,66.67,3,Partially Completed
STU0192,VID1536,Chemistry,Organic Chemistry,86,79,91.86,5,Completed
STU0193,VID1537,Mathematics,Calculus,76,51,67.11,0,Partially Completed
STU0193,VID1538,Biology,Plant Physiology,63,61,96.83,0,Completed
STU0193,VID1539,Mathematics,Trigonometry,22,22,100.0,2,Completed
STU0193,VID1540,Mathematics,Probability,53,11,20.75,0,Not Completed
STU0193,VID1541,Physics,Laws of Motion,63,23,36.51,2,Not Completed
STU0193,VID1542,Biology,Plant Physiology,57,44,77.19,4,Partially Completed
STU0193,VID1543,Biology,Cell,28,15,53.57,0,Partially Completed
STU0193,VID1544,Biology,Human Body,87,36,41.38,3,Not Completed
STU0194,VID1545,Biology,Plant Physiology,51,47,92.16,4,Completed
STU0194,VID1546,Chemistry,Chemical Bonding,53,15,28.3,5,Not Completed
STU0194,VID1547,Biology,Genetics,26,26,100.0,2,Completed
STU0194,VID1548,Mathematics,Algebra,81,37,45.68,3,Not Completed
STU0194,VID1549,Physics,Laws of Motion,33,11,33.33,2,Not Completed
STU0194,VID1550,Chemistry,Organic Chemistry,69,31,44.93,5,Not Completed
STU0194,VID1551,Chemistry,Chemical Bonding,77,39,50.65,2,Partially Completed
STU0194,VID1552,Physics,Motion,77,29,37.66,2,Not Completed
STU0195,VID1553,Physics,Work and Energy,52,34,65.38,3,Partially Completed
STU0195,VID1554,Mathematics,Probability,69,35,50.72,1,Partially Completed
STU0195,VID1555,Biology,Cell,33,16,48.48,1,Not Completed
STU0195,VID1556,Mathematics,Trigonometry,26,13,50.0,5,Partially Completed
STU0195,VID1557,Chemistry,Chemical Bonding,70,32,45.71,3,Not Completed
STU0195,VID1558,Chemistry,Organic Chemistry,48,46,95.83,4,Completed
STU0195,VID1559,Mathematics,Probability,26,17,65.38,2,Partially Completed
STU0195,VID1560,Chemistry,Acids and Bases,50,25,50.0,2,Partially Completed
STU0196,VID1561,Mathematics,Probability,43,12,27.91,3,Not Completed
STU0196,VID1562,Mathematics,Trigonometry,24,11,45.83,1,Not Completed
STU0196,VID1563,Mathematics,Probability,58,23,39.66,2,Not Completed
STU0196,VID1564,Physics,Laws of Motion,61,24,39.34,3,Not Completed
STU0196,VID1565,Biology,Plant Physiology,46,30,65.22,5,Partially Completed
STU0196,VID1566,Mathematics,Trigonometry,29,18,62.07,1,Partially Completed
STU0196,VID1567,Biology,Human Body,26,18,69.23,2,Partially Completed
STU0196,VID1568,Physics,Laws of Motion,44,16,36.36,4,Not Completed
STU0197,VID1569,Mathematics,Probability,48,36,75.0,0,Partially Completed
STU0197,VID1570,Physics,Work and Energy,44,33,75.0,2,Partially Completed
STU0197,VID1571,Biology,Cell,79,50,63.29,1,Partially Completed
STU0197,VID1572,Biology,Cell,64,52,81.25,0,Partially Completed
STU0197,VID1573,Physics,Motion,34,12,35.29,4,Not Completed
STU0197,VID1574,Mathematics,Trigonometry,23,15,65.22,4,Partially Completed
STU0197,VID1575,Mathematics,Trigonometry,49,12,24.49,0,Not Completed
STU0197,VID1576,Physics,Motion,76,18,23.68,4,Not Completed
STU0198,VID1577,Biology,Cell,83,80,96.39,4,Completed
STU0198,VID1578,Biology,Plant Physiology,58,31,53.45,1,Partially Completed
STU0198,VID1579,Mathematics,Probability,80,40,50.0,1,Partially Completed
STU0198,VID1580,Chemistry,Chemical Bonding,27,11,40.74,0,Not Completed
STU0198,VID1581,Biology,Plant Physiology,47,24,51.06,5,Partially Completed
STU0198,VID1582,Physics,Laws of Motion,74,16,21.62,1,Not Completed
STU0198,VID1583,Chemistry,Chemical Bonding,77,44,57.14,5,Partially Completed
STU0198,VID1584,Physics,Laws of Motion,80,80,100.0,5,Completed
STU0199,VID1585,Biology,Cell,76,19,25.0,2,Not Completed
STU0199,VID1586,Physics,Laws of Motion,30,27,90.0,1,Completed
STU0199,VID1587,Mathematics,Trigonometry,60,15,25.0,0,Not Completed
STU0199,VID1588,Chemistry,Atoms,89,37,41.57,4,Not Completed
STU0199,VID1589,Chemistry,Chemical Bonding,48,22,45.83,2,Not Completed
STU0199,VID1590,Biology,Plant Physiology,38,15,39.47,2,Not Completed
STU0199,VID1591,Chemistry,Atoms,52,10,19.23,5,Not Completed
STU0199,VID1592,Physics,Laws of Motion,81,45,55.56,2,Partially Completed
STU0200,VID1593,Physics,Work and Energy,56,54,96.43,3,Completed
STU0200,VID1594,Chemistry,Chemical Bonding,90,35,38.89,1,Not Completed
STU0200,VID1595,Biology,Plant Physiology,80,15,18.75,3,Not Completed
STU0200,VID1596,Chemistry,Acids and Bases,86,12,13.95,3,Not Completed
STU0200,VID1597,Physics,Work and Energy,63,18,28.57,5,Not Completed
STU0200,VID1598,Mathematics,Calculus,21,18,85.71,3,Partially Completed
STU0200,VID1599,Biology,Cell,33,10,30.3,1,Not Completed
STU0200,VID1600,Biology,Plant Physiology,63,57,90.48,4,Completed
STU0201,VID1601,Biology,Plant Physiology,89,71,79.78,4,Partially Completed
STU0201,VID1602,Physics,Work and Energy,35,23,65.71,4,Partially Completed
STU0201,VID1603,Physics,Laws of Motion,36,19,52.78,5,Partially Completed
STU0201,VID1604,Biology,Genetics,68,31,45.59,5,Not Completed
STU0201,VID1605,Biology,Genetics,80,61,76.25,0,Partially Completed
STU0201,VID1606,Biology,Genetics,41,38,92.68,3,Completed
STU0201,VID1607,Mathematics,Algebra,78,37,47.44,4,Not Completed
STU0201,VID1608,Chemistry,Atoms,33,16,48.48,1,Not Completed
STU0202,VID1609,Chemistry,Atoms,68,58,85.29,3,Partially Completed
STU0202,VID1610,Chemistry,Organic Chemistry,82,46,56.1,5,Partially Completed
STU0202,VID1611,Chemistry,Chemical Bonding,40,15,37.5,2,Not Completed
STU0202,VID1612,Mathematics,Trigonometry,58,34,58.62,4,Partially Completed
STU0202,VID1613,Biology,Plant Physiology,45,18,40.0,3,Not Completed
STU0202,VID1614,Physics,Electricity,81,59,72.84,1,Partially Completed
STU0202,VID1615,Chemistry,Acids and Bases,20,12,60.0,0,Partially Completed
STU0202,VID1616,Mathematics,Probability,53,27,50.94,3,Partially Completed
STU0203,VID1617,Mathematics,Probability,88,49,55.68,0,Partially Completed
STU0203,VID1618,Biology,Plant Physiology,83,57,68.67,4,Partially Completed
STU0203,VID1619,Mathematics,Probability,85,56,65.88,2,Partially Completed
STU0203,VID1620,Chemistry,Atoms,22,19,86.36,4,Partially Completed
STU0203,VID1621,Physics,Motion,61,30,49.18,5,Not Completed
STU0203,VID1622,Biology,Genetics,57,13,22.81,1,Not Completed
STU0203,VID1623,Mathematics,Trigonometry,69,53,76.81,3,Partially Completed
STU0203,VID1624,Mathematics,Calculus,26,21,80.77,2,Partially Completed
STU0204,VID1625,Physics,Work and Energy,58,58,100.0,3,Completed
STU0204,VID1626,Chemistry,Atoms,40,27,67.5,3,Partially Completed
STU0204,VID1627,Physics,Electricity,61,49,80.33,0,Partially Completed
STU0204,VID1628,Mathematics,Probability,37,22,59.46,0,Partially Completed
STU0204,VID1629,Biology,Cell,78,68,87.18,4,Partially Completed
STU0204,VID1630,Biology,Genetics,69,39,56.52,0,Partially Completed
STU0204,VID1631,Mathematics,Trigonometry,90,21,23.33,2,Not Completed
STU0204,VID1632,Biology,Plant Physiology,67,66,98.51,0,Completed
STU0205,VID1633,Mathematics,Trigonometry,22,21,95.45,0,Completed
STU0205,VID1634,Biology,Human Body,63,14,22.22,3,Not Completed
STU0205,VID1635,Chemistry,Acids and Bases,23,12,52.17,5,Partially Completed
STU0205,VID1636,Physics,Laws of Motion,23,15,65.22,3,Partially Completed
STU0205,VID1637,Chemistry,Organic Chemistry,75,35,46.67,1,Not Completed
STU0205,VID1638,Mathematics,Calculus,75,15,20.0,5,Not Completed
STU0205,VID1639,Chemistry,Acids and Bases,68,19,27.94,3,Not Completed
STU0205,VID1640,Biology,Cell,67,28,41.79,4,Not Completed
STU0206,VID1641,Physics,Motion,33,30,90.91,3,Completed
STU0206,VID1642,Physics,Laws of Motion,80,78,97.5,5,Completed
STU0206,VID1643,Physics,Electricity,33,25,75.76,2,Partially Completed
STU0206,VID1644,Chemistry,Organic Chemistry,75,14,18.67,3,Not Completed
STU0206,VID1645,Mathematics,Probability,37,18,48.65,5,Not Completed
STU0206,VID1646,Mathematics,Algebra,22,17,77.27,1,Partially Completed
STU0206,VID1647,Biology,Plant Physiology,41,32,78.05,0,Partially Completed
STU0206,VID1648,Chemistry,Chemical Bonding,37,30,81.08,4,Partially Completed
STU0207,VID1649,Biology,Genetics,65,26,40.0,5,Not Completed
STU0207,VID1650,Physics,Electricity,22,15,68.18,3,Partially Completed
STU0207,VID1651,Mathematics,Trigonometry,28,26,92.86,5,Completed
STU0207,VID1652,Mathematics,Calculus,46,12,26.09,0,Not Completed
STU0207,VID1653,Mathematics,Trigonometry,54,44,81.48,4,Partially Completed
STU0207,VID1654,Physics,Motion,80,34,42.5,0,Not Completed
STU0207,VID1655,Biology,Plant Physiology,61,53,86.89,4,Partially Completed
STU0207,VID1656,Biology,Human Body,82,16,19.51,0,Not Completed
STU0208,VID1657,Mathematics,Trigonometry,80,42,52.5,4,Partially Completed
STU0208,VID1658,Mathematics,Algebra,46,19,41.3,2,Not Completed
STU0208,VID1659,Biology,Genetics,73,28,38.36,3,Not Completed
STU0208,VID1660,Chemistry,Chemical Bonding,26,25,96.15,5,Completed
STU0208,VID1661,Chemistry,Organic Chemistry,77,14,18.18,1,Not Completed
STU0208,VID1662,Mathematics,Probability,61,60,98.36,3,Completed
STU0208,VID1663,Mathematics,Algebra,88,49,55.68,5,Partially Completed
STU0208,VID1664,Physics,Laws of Motion,81,42,51.85,3,Partially Completed
STU0209,VID1665,Mathematics,Probability,77,29,37.66,0,Not Completed
STU0209,VID1666,Mathematics,Algebra,67,22,32.84,3,Not Completed
STU0209,VID1667,Biology,Human Body,64,13,20.31,1,Not Completed
STU0209,VID1668,Mathematics,Calculus,54,44,81.48,3,Partially Completed
STU0209,VID1669,Biology,Cell,34,30,88.24,3,Partially Completed
STU0209,VID1670,Biology,Genetics,31,23,74.19,1,Partially Completed
STU0209,VID1671,Physics,Laws of Motion,43,27,62.79,4,Partially Completed
STU0209,VID1672,Physics,Motion,47,21,44.68,1,Not Completed
STU0210,VID1673,Biology,Human Body,38,38,100.0,3,Completed
STU0210,VID1674,Mathematics,Probability,41,21,51.22,1,Partially Completed
STU0210,VID1675,Mathematics,Trigonometry,60,28,46.67,0,Not Completed
STU0210,VID1676,Mathematics,Trigonometry,42,18,42.86,0,Not Completed
STU0210,VID1677,Physics,Electricity,32,25,78.12,4,Partially Completed
STU0210,VID1678,Mathematics,Calculus,32,19,59.38,0,Partially Completed
STU0210,VID1679,Mathematics,Algebra,53,49,92.45,1,Completed
STU0210,VID1680,Mathematics,Probability,90,65,72.22,4,Partially Completed
STU0211,VID1681,Physics,Work and Energy,27,13,48.15,3,Not Completed
STU0211,VID1682,Chemistry,Chemical Bonding,34,18,52.94,3,Partially Completed
STU0211,VID1683,Biology,Cell,22,20,90.91,2,Completed
STU0211,VID1684,Chemistry,Chemical Bonding,85,85,100.0,5,Completed
STU0211,VID1685,Physics,Electricity,58,28,48.28,1,Not Completed
STU0211,VID1686,Mathematics,Trigonometry,88,52,59.09,0,Partially Completed
STU0211,VID1687,Physics,Electricity,26,13,50.0,4,Partially Completed
STU0211,VID1688,Chemistry,Organic Chemistry,27,24,88.89,0,Partially Completed
STU0212,VID1689,Mathematics,Trigonometry,82,71,86.59,4,Partially Completed
STU0212,VID1690,Biology,Genetics,67,22,32.84,1,Not Completed
STU0212,VID1691,Mathematics,Probability,73,56,76.71,1,Partially Completed
STU0212,VID1692,Chemistry,Atoms,59,34,57.63,0,Partially Completed
STU0212,VID1693,Chemistry,Acids and Bases,85,78,91.76,2,Completed
STU0212,VID1694,Chemistry,Chemical Bonding,69,54,78.26,1,Partially Completed
STU0212,VID1695,Mathematics,Probability,83,33,39.76,4,Not Completed
STU0212,VID1696,Biology,Genetics,26,25,96.15,3,Completed
STU0213,VID1697,Physics,Laws of Motion,89,72,80.9,1,Partially Completed
STU0213,VID1698,Chemistry,Organic Chemistry,88,20,22.73,4,Not Completed
STU0213,VID1699,Biology,Plant Physiology,65,13,20.0,4,Not Completed
STU0213,VID1700,Chemistry,Organic Chemistry,85,77,90.59,5,Completed
STU0213,VID1701,Mathematics,Algebra,64,45,70.31,5,Partially Completed
STU0213,VID1702,Chemistry,Organic Chemistry,61,29,47.54,5,Not Completed
STU0213,VID1703,Biology,Genetics,64,19,29.69,4,Not Completed
STU0213,VID1704,Biology,Genetics,63,24,38.1,4,Not Completed
STU0214,VID1705,Biology,Cell,74,17,22.97,0,Not Completed
STU0214,VID1706,Chemistry,Chemical Bonding,63,35,55.56,4,Partially Completed
STU0214,VID1707,Biology,Cell,74,66,89.19,2,Partially Completed
STU0214,VID1708,Biology,Plant Physiology,86,83,96.51,5,Completed
STU0214,VID1709,Chemistry,Organic Chemistry,36,24,66.67,2,Partially Completed
STU0214,VID1710,Mathematics,Calculus,22,15,68.18,2,Partially Completed
STU0214,VID1711,Physics,Work and Energy,89,34,38.2,4,Not Completed
STU0214,VID1712,Mathematics,Probability,20,13,65.0,1,Partially Completed
STU0215,VID1713,Mathematics,Calculus,61,28,45.9,2,Not Completed
STU0215,VID1714,Biology,Plant Physiology,36,27,75.0,0,Partially Completed
STU0215,VID1715,Chemistry,Atoms,71,43,60.56,1,Partially Completed
STU0215,VID1716,Physics,Work and Energy,32,32,100.0,4,Completed
STU0215,VID1717,Mathematics,Trigonometry,48,23,47.92,4,Not Completed
STU0215,VID1718,Mathematics,Calculus,76,59,77.63,0,Partially Completed
STU0215,VID1719,Mathematics,Probability,36,20,55.56,1,Partially Completed
STU0215,VID1720,Physics,Motion,87,10,11.49,0,Not Completed
STU0216,VID1721,Physics,Motion,50,45,90.0,0,Completed
STU0216,VID1722,Biology,Genetics,54,17,31.48,3,Not Completed
STU0216,VID1723,Physics,Motion,21,19,90.48,0,Completed
STU0216,VID1724,Chemistry,Atoms,29,14,48.28,3,Not Completed
STU0216,VID1725,Chemistry,Acids and Bases,58,51,87.93,3,Partially Completed
STU0216,VID1726,Mathematics,Trigonometry,68,59,86.76,1,Partially Completed
STU0216,VID1727,Biology,Cell,69,28,40.58,3,Not Completed
STU0216,VID1728,Biology,Plant Physiology,51,44,86.27,1,Partially Completed
STU0217,VID1729,Physics,Laws of Motion,85,61,71.76,2,Partially Completed
STU0217,VID1730,Mathematics,Calculus,66,30,45.45,3,Not Completed
STU0217,VID1731,Physics,Electricity,73,14,19.18,4,Not Completed
STU0217,VID1732,Physics,Motion,66,29,43.94,3,Not Completed
STU0217,VID1733,Physics,Motion,41,41,100.0,0,Completed
STU0217,VID1734,Physics,Laws of Motion,82,64,78.05,0,Partially Completed
STU0217,VID1735,Mathematics,Probability,84,75,89.29,1,Partially Completed
STU0217,VID1736,Physics,Motion,55,30,54.55,5,Partially Completed
STU0218,VID1737,Chemistry,Acids and Bases,51,16,31.37,1,Not Completed
STU0218,VID1738,Chemistry,Acids and Bases,66,20,30.3,1,Not Completed
STU0218,VID1739,Chemistry,Atoms,38,11,28.95,1,Not Completed
STU0218,VID1740,Biology,Genetics,59,48,81.36,4,Partially Completed
STU0218,VID1741,Physics,Motion,26,10,38.46,0,Not Completed
STU0218,VID1742,Chemistry,Atoms,85,44,51.76,0,Partially Completed
STU0218,VID1743,Biology,Genetics,37,37,100.0,2,Completed
STU0218,VID1744,Mathematics,Probability,70,56,80.0,3,Partially Completed
STU0219,VID1745,Mathematics,Probability,40,34,85.0,4,Partially Completed
