Student_ID,Login_Frequency,Weekly_Study_Hours,Average_Session_Duration,Consecutive_Study_Days,Sessions_Per_Week
STU0817,21,18.6,22,15,12
STU0818,26,26.0,80,10,10
STU0819,11,12.6,180,28,6
STU0820,27,21.0,126,23,4
STU0821,20,10.0,180,12,4
STU0822,24,17.2,69,14,6
STU0823,7,19.2,138,16,13
STU0824,30,24.6,78,20,14
STU0825,18,28.4,154,15,5
STU0826,29,24.7,138,6,3
STU0827,17,5.5,39,1,5
STU0828,11,7.2,33,1,7
STU0829,17,9.4,76,2,12
STU0830,10,17.6,37,6,7
STU0831,29,24.3,137,20,12
STU0832,23,17.5,171,7,6
STU0833,13,22.9,113,25,2
STU0834,7,34.9,99,19,14
STU0835,8,24.3,55,7,14
STU0836,18,17.3,35,18,14
STU0837,7,26.7,98,23,6
STU0838,18,25.9,171,17,12
STU0839,21,28.3,94,25,11
STU0840,10,30.8,27,15,4
STU0841,21,22.8,180,11,10
STU0842,29,20.9,99,6,2
STU0843,11,12.6,154,21,11
STU0844,25,16.0,135,5,5
STU0845,28,19.1,87,7,3
STU0846,19,25.6,107,27,8
STU0847,30,14.0,164,22,9
STU0848,24,6.6,62,28,10
STU0849,14,13.8,104,7,5
STU0850,11,30.3,124,1,3
STU0851,5,14.0,66,27,9
STU0852,18,20.5,161,26,8
STU0853,18,21.8,39,27,10
STU0854,21,8.2,57,4,11
STU0855,26,20.1,78,24,7
STU0856,30,6.2,135,25,9
STU0857,16,31.6,119,13,11
STU0858,18,5.6,164,3,11
STU0859,27,22.2,141,23,6
STU0860,28,24.6,48,23,14
STU0861,11,7.6,56,23,11
STU0862,9,12.3,150,10,4
STU0863,9,32.6,82,20,8
STU0864,9,26.7,55,29,13
STU0865,23,30.1,133,17,5
STU0866,15,31.7,93,6,6
STU0867,13,18.1,29,14,14
STU0868,16,29.1,53,5,8
STU0869,26,5.4,148,15,5
STU0870,23,27.8,132,27,8
STU0871,26,30.4,99,17,2
STU0872,25,14.9,32,9,3
STU0873,19,23.4,69,18,8
STU0874,19,10.7,21,29,7
STU0875,21,23.2,61,7,12
STU0876,26,6.4,163,28,13
STU0877,15,30.3,25,12,12
STU0878,8,8.4,150,26,7
STU0879,27,12.6,174,13,3
STU0880,15,26.4,178,24,3
STU0881,11,19.7,178,21,3
STU0882,21,15.5,87,15,8
STU0883,23,31.0,124,2,8
STU0884,24,31.1,29,14,7
STU0885,24,26.9,147,29,13
STU0886,14,23.7,118,3,6
STU0887,18,31.2,107,4,8
STU0888,9,30.7,162,30,6
STU0889,5,22.8,57,14,7
STU0890,29,16.7,21,3,10
STU0891,16,18.2,103,21,2
STU0892,22,6.4,33,6,7
STU0893,29,18.0,121,4,10
STU0894,12,32.8,30,25,8
STU0895,20,5.5,174,7,7
STU0896,25,33.4,47,10,4
STU0897,7,17.8,72,19,3
STU0898,15,15.9,114,27,12
STU0899,11,18.7,137,18,3
STU0900,13,17.4,36,6,8
STU0901,24,33.5,138,5,11
STU0902,24,31.6,93,3,7
STU0903,22,29.8,36,22,12
STU0904,30,17.9,95,7,3
STU0905,18,15.5,34,10,7
STU0906,21,16.6,143,21,2
STU0907,25,27.4,40,27,11
STU0908,30,23.6,31,16,2
STU0909,11,11.7,78,6,9
STU0910,25,10.9,27,24,4
STU0911,10,30.0,21,20,10
STU0912,20,10.0,85,7,7
STU0913,10,26.7,33,4,3
STU0914,21,5.1,175,11,11
STU0915,10,27.9,140,2,8
STU0916,6,29.6,143,26,4
STU0917,17,6.8,142,3,5
STU0918,27,27.1,123,20,4
STU0919,20,6.9,93,5,6
STU0920,17,18.5,41,11,14
STU0921,17,7.7,140,8,8
STU0922,10,29.6,70,15,2
STU0923,17,17.4,96,6,2
STU0924,28,14.8,80,29,10
STU0925,22,28.8,79,4,12
STU0926,8,24.3,160,8,7
STU0927,5,26.3,147,20,6
STU0928,23,9.0,106,10,12
STU0929,22,25.2,176,4,9
STU0930,14,6.7,160,8,14
STU0931,21,26.2,46,9,13
STU0932,8,33.7,78,19,13
STU0933,23,24.8,124,25,6
STU0934,11,31.5,40,8,3
STU0935,19,6.5,88,26,12
STU0936,9,23.2,77,28,5
STU0937,17,26.1,97,18,5
STU0938,19,28.7,147,17,11
STU0939,9,23.9,84,16,5
STU0940,25,15.6,74,15,10
STU0941,9,24.2,77,10,10
STU0942,24,26.4,137,1,11
STU0943,8,26.3,127,5,2
STU0944,12,23.5,49,18,2
STU0945,10,26.8,166,28,14
STU0946,9,11.1,35,25,6
STU0947,21,32.7,52,16,2
STU0948,9,34.8,138,10,11
STU0949,7,24.5,140,23,13
STU0950,12,24.3,171,26,13
STU0951,29,33.5,41,18,10
STU0952,13,13.8,83,9,7
STU0953,16,14.3,128,9,11
STU0954,24,22.2,119,12,12
STU0955,19,21.2,42,6,3
STU0956,25,12.4,73,18,7
STU0957,12,7.1,45,14,12
STU0958,27,20.8,174,28,7
STU0959,17,13.5,31,27,11
STU0960,15,14.0,69,26,4
STU0961,25,31.6,178,10,8
STU0962,24,8.7,143,25,14
STU0963,15,29.9,41,19,12
STU0964,23,6.1,51,1,10
STU0965,6,35.0,149,23,7
STU0966,24,24.2,177,8,11
STU0967,19,27.9,110,21,5
STU0968,8,27.0,147,26,10
STU0969,24,12.1,114,17,9
STU0970,30,7.7,109,15,4
STU0971,10,7.2,90,12,12
STU0972,30,32.6,58,26,7
STU0973,29,11.1,64,2,3
STU0974,26,7.2,95,3,13
STU0975,15,27.9,81,5,4
STU0976,17,30.6,140,1,11
STU0977,30,10.0,157,29,2
STU0978,21,13.9,109,13,13
STU0979,17,11.7,167,16,6
STU0980,10,19.8,25,19,11
STU0981,21,25.5,65,17,6
STU0982,10,28.5,174,4,3
STU0983,29,31.4,78,15,4
STU0984,17,10.1,107,7,7
STU0985,25,11.6,56,3,10
STU0986,28,28.8,111,1,6
STU0987,28,6.5,81,17,10
STU0988,7,10.7,41,4,11
STU0989,16,34.4,46,23,14
STU0990,24,8.9,139,24,14
STU0991,24,28.3,152,16,9
STU0992,9,31.0,95,30,9
STU0993,10,18.5,136,12,4
STU0994,16,9.6,70,12,8
STU0995,9,7.3,57,26,5
STU0996,9,26.3,143,10,5
STU0997,28,5.2,103,18,8
STU0998,26,16.6,147,8,5
STU0999,7,29.8,140,22,7
STU1000,15,34.7,117,3,4
STU1001,6,11.2,131,18,7
STU1002,29,30.9,55,21,4
STU1003,8,25.9,75,14,7
STU1004,23,17.5,30,26,9
STU1005,10,32.9,148,14,14
STU1006,11,24.5,112,13,11
STU1007,30,5.3,127,9,8
STU1008,28,7.5,157,24,6
STU1009,18,27.2,179,6,6
STU1010,23,12.6,47,22,7
STU1011,20,27.4,119,22,10
STU1012,15,6.5,141,23,14
STU1013,7,8.2,33,17,13
STU1014,27,12.7,134,11,7
STU1015,17,31.0,48,27,12
STU1016,7,9.5,46,17,10
STU1017,24,8.0,168,10,4
STU1018,25,33.2,149,16,6
STU1019,30,26.5,75,3,7
STU1020,20,10.3,179,26,3
STU1021,29,28.5,22,4,11
STU1022,14,25.6,109,13,8
STU1023,7,13.1,112,10,2
STU1024,21,29.1,63,19,2
STU1025,21,14.3,120,29,6
STU1026,6,34.0,150,26,4
STU1027,23,6.6,75,22,13
STU1028,12,10.3,129,23,7
STU1029,6,14.3,161,10,10
STU1030,19,11.5,129,6,4
STU1031,15,6.8,105,23,5
STU1032,14,16.8,149,13,9
STU1033,18,16.9,104,15,10
STU1034,27,22.1,71,6,8
STU1035,18,27.7,97,21,4
STU1036,13,18.8,138,4,11
STU1037,28,30.2,40,7,10
STU1038,6,22.8,42,17,5
STU1039,6,7.3,112,12,5
STU1040,11,27.2,80,20,2
STU1041,28,22.8,52,13,10
STU1042,8,28.4,127,7,3
STU1043,9,22.6,135,14,5
STU1044,7,22.5,152,26,14
STU1045,12,24.7,72,5,2
STU1046,29,13.0,21,26,9
STU1047,29,34.2,86,30,13
STU1048,29,24.1,63,5,9
STU1049,5,25.9,167,30,6
STU1050,27,6.5,176,26,11
STU1051,25,30.9,47,30,6
STU1052,24,10.0,53,28,10
STU1053,23,19.2,90,22,3
STU1054,10,24.3,117,4,11
STU1055,11,23.3,151,20,2
STU1056,27,33.8,116,15,3
STU1057,7,9.7,27,30,9
STU1058,13,16.8,49,23,3
STU1059,26,20.2,95,2,9
STU1060,8,29.8,177,6,9
STU1061,11,21.7,81,28,6
STU1062,21,13.5,130,3,2
STU1063,19,17.7,33,1,2
STU1064,26,33.6,23,3,3
STU1065,5,7.4,178,9,2
STU1066,6,24.8,115,5,12
STU1067,7,26.8,112,18,3
STU1068,13,6.3,39,10,3
STU1069,30,34.3,95,22,7
STU1070,19,26.9,44,15,7
STU1071,24,27.7,72,11,12
STU1072,24,22.6,144,12,6
STU1073,29,32.9,68,12,2
STU1074,17,15.1,113,21,3
STU1075,5,13.1,45,6,10
STU1076,18,14.5,158,25,13
STU1077,28,7.1,103,2,6
STU1078,22,33.9,96,11,3
STU1079,23,21.6,139,24,6
STU1080,23,12.2,116,18,13
STU1081,29,24.6,24,30,11
STU1082,10,31.2,28,6,2
STU1083,15,32.7,122,26,13
STU1084,20,29.0,172,1,11
STU1085,23,9.0,139,25,5
STU1086,20,6.5,109,25,10
STU1087,14,18.0,63,25,5
STU1088,12,29.4,58,13,3
STU1089,20,27.8,146,6,14
STU1090,6,29.8,156,7,2
STU1091,5,22.6,164,12,12
STU1092,6,12.3,77,22,3
STU1093,22,11.3,125,29,3
STU1094,5,24.0,170,3,13
STU1095,19,6.4,43,9,10
STU1096,22,32.1,145,29,14
STU1097,28,23.4,68,18,6
STU1098,13,26.3,45,8,12
STU1099,21,7.3,35,5,14
STU1100,28,11.1,165,2,7
STU1101,13,20.5,98,30,8
STU1102,22,13.3,123,10,5
STU1103,21,25.3,170,16,8
STU1104,8,22.1,66,2,3
STU1105,15,6.9,103,8,6
STU1106,17,20.4,97,21,9
STU1107,6,30.0,179,9,11
STU1108,19,29.9,131,20,6
STU1109,26,25.6,82,19,10
STU1110,30,26.1,100,1,10
STU1111,7,32.2,158,17,8
STU1112,16,24.8,164,20,6
STU1113,14,27.3,20,1,6
STU1114,13,18.7,111,8,14
STU1115,27,29.6,174,6,3
STU1116,8,12.9,98,3,14
STU1117,11,23.1,67,20,14
STU1118,13,17.5,43,27,4
STU1119,23,26.1,56,9,9
STU1120,15,17.9,168,1,12
STU1121,17,9.7,148,29,11
STU1122,23,29.0,171,17,6
STU1123,14,20.7,88,19,13
STU1124,20,30.7,24,20,14
STU1125,15,9.3,130,11,9
STU1126,9,16.5,103,18,3
STU1127,16,23.4,78,12,10
STU1128,8,31.9,120,20,5
STU1129,6,34.9,163,11,6
STU1130,16,31.9,120,12,2
STU1131,13,30.3,42,24,4
STU1132,8,31.5,146,2,10
STU1133,16,8.4,91,13,12
STU1134,28,24.6,51,20,13
STU1135,14,12.9,144,6,13
STU1136,12,17.5,111,26,4
STU1137,29,8.1,171,26,7
STU1138,13,20.5,109,17,13
STU1139,17,20.8,138,3,14
STU1140,7,29.9,74,26,6
STU1141,26,6.8,158,9,2
STU1142,26,26.5,37,9,6
STU1143,22,33.9,92,2,12
STU1144,22,14.6,39,13,14
STU1145,27,31.2,103,8,3
STU1146,19,6.3,129,11,8
STU1147,28,18.2,170,30,5
STU1148,24,9.0,175,16,6
STU1149,30,6.6,53,19,5
STU1150,24,23.8,55,25,4
STU1151,7,15.1,139,16,11
STU1152,11,33.0,67,6,12
STU1153,21,6.8,135,8,3
STU1154,10,12.1,86,26,4
STU1155,10,28.2,174,23,2
STU1156,16,12.4,100,28,8
STU1157,17,10.9,169,18,9
STU1158,20,20.0,95,23,14
STU1159,12,6.6,112,13,13
STU1160,30,9.8,64,8,2
STU1161,19,31.5,146,24,4
STU1162,15,18.7,26,1,10
STU1163,12,17.8,29,9,6
STU1164,17,15.7,73,16,11
STU1165,30,16.5,135,22,6
STU1166,26,22.1,155,15,11
STU1167,17,20.2,54,20,6
STU1168,7,15.2,166,3,4
STU1169,17,5.9,89,19,13
STU1170,15,18.4,58,14,6
STU1171,21,10.3,43,29,3
STU1172,21,30.6,136,7,10
STU1173,23,7.8,33,25,13
STU1174,7,17.8,109,13,3
STU1175,13,6.4,111,20,12
STU1176,16,32.8,172,2,11
STU1177,13,5.2,180,12,14
STU1178,19,24.9,22,12,10
STU1179,14,21.7,121,9,13
STU1180,9,17.0,151,12,5
STU1181,22,17.9,145,29,13
STU1182,22,31.4,145,19,9
STU1183,14,11.1,66,3,2
STU1184,17,25.1,141,16,12
STU1185,13,10.1,92,7,14
STU1186,25,11.4,175,24,6
STU1187,10,24.4,57,15,9
STU1188,19,31.0,136,7,9
STU1189,7,32.1,108,9,14
STU1190,30,11.6,111,7,11
STU1191,5,5.1,123,5,12
STU1192,18,18.4,82,3,6
STU1193,16,20.9,50,19,6
STU1194,6,27.9,75,21,10
STU1195,19,15.1,99,19,4
STU1196,9,7.9,156,29,10
STU1197,11,24.6,109,21,5
STU1198,5,13.9,119,11,13
STU1199,30,24.6,45,25,3
STU1200,19,32.7,171,5,8
STU1201,28,15.6,65,7,8
STU1202,11,23.5,108,11,13
STU1203,11,33.9,72,4,5
STU1204,17,31.0,25,25,7
STU1205,9,24.3,91,10,9
STU1206,9,21.3,120,10,9
STU1207,20,30.0,171,3,10
STU1208,14,21.2,47,26,10
STU1209,11,28.1,131,7,9
STU1210,27,30.5,139,12,7
STU1211,16,28.8,74,5,14
STU1212,5,20.5,129,28,6
STU1213,20,5.1,155,2,8
STU1214,30,10.9,51,22,9
STU1215,7,21.3,54,7,9
STU1216,14,26.0,80,17,10
STU1217,24,7.0,126,24,10
STU1218,14,8.2,145,20,11
STU1219,26,18.9,75,1,9
STU1220,8,25.9,64,17,11
STU1221,9,32.5,156,6,5
STU1222,30,13.1,106,10,10
STU1223,21,18.5,162,24,8
STU1224,22,22.3,133,13,8
STU1225,20,5.4,178,19,11
STU1226,6,20.1,159,9,5
STU1227,28,8.6,36,19,6
STU1228,25,22.4,39,15,9
STU1229,19,33.1,51,21,7
STU1230,27,33.3,107,1,8
STU1231,10,10.6,89,23,11
STU1232,5,5.4,30,11,14
STU1233,16,16.9,175,26,5
STU1234,21,20.0,69,16,13
STU1235,6,22.0,71,10,7
STU1236,10,5.5,44,9,7
STU1237,21,7.5,32,15,11
STU1238,10,5.2,35,26,7
STU1239,26,25.2,49,23,4
STU1240,17,28.9,106,23,5
STU1241,10,32.6,27,28,4
STU1242,12,21.0,57,1,4
STU1243,20,34.5,128,28,6
STU1244,8,11.3,37,29,6
STU1245,15,31.3,74,25,14
STU1246,16,19.7,40,29,9
STU1247,14,33.2,155,8,9
STU1248,22,17.5,111,23,14
STU1249,24,26.3,115,3,8
STU1250,9,21.1,117,18,9
STU1251,17,31.2,65,25,13
STU1252,22,26.5,110,20,8
STU1253,5,6.4,176,3,14
STU1254,10,30.2,110,10,7
STU1255,12,21.3,49,4,9
STU1256,12,18.0,147,4,2
STU1257,21,31.0,58,11,10
STU1258,19,24.0,147,9,12
STU1259,29,7.4,123,23,11
STU1260,27,31.8,172,19,3
STU1261,11,15.2,57,7,12
STU1262,5,10.0,119,29,10
STU1263,10,28.4,155,8,7
STU1264,24,23.8,158,18,8
STU1265,23,30.5,124,6,11
STU1266,14,17.9,139,25,4
STU1267,15,8.8,61,7,12
STU1268,18,11.1,158,22,13
STU1269,26,6.3,80,4,11
STU1270,9,23.5,95,17,6
STU1271,24,33.0,144,25,12
STU1272,6,17.1,164,20,9
STU1273,14,16.5,113,3,8
STU1274,21,11.7,59,3,2
STU1275,19,13.7,47,7,3
STU1276,14,29.8,72,15,8
STU1277,5,29.7,88,29,6
STU1278,27,26.0,149,19,13
STU1279,21,31.1,44,23,2
STU1280,27,11.6,95,16,10
STU1281,24,34.9,71,18,7
STU1282,19,18.2,23,25,4
STU1283,12,27.8,126,2,12
STU1284,23,7.5,114,9,10
STU1285,29,6.3,101,14,14
STU1286,17,18.0,160,30,2
STU1287,20,21.7,86,9,7
STU1288,7,30.2,132,13,2
STU1289,23,7.0,138,9,2
STU1290,14,6.7,58,16,6
STU1291,21,32.1,51,15,6
STU1292,15,28.1,158,7,2
STU1293,28,33.2,56,28,8
STU1294,27,22.2,34,16,5
STU1295,8,26.7,92,13,5
STU1296,5,23.7,21,10,5
STU1297,7,25.2,22,5,9
STU1298,8,21.1,29,15,4
STU1299,12,23.3,73,27,12
STU1300,25,35.0,134,9,11
STU1301,7,24.8,70,19,3
STU1302,19,23.0,73,10,8
STU1303,9,17.7,89,18,3
STU1304,22,27.4,78,9,9
STU1305,9,14.9,40,14,9
STU1306,19,30.0,28,13,4
STU1307,13,24.5,151,22,14
STU1308,29,19.2,164,8,14
STU1309,28,28.6,23,27,5
STU1310,14,15.6,88,13,2
STU1311,17,24.2,156,22,3
STU1312,19,7.5,142,4,4
STU1313,25,14.7,145,21,4
STU1314,10,34.3,64,1,10
STU1315,24,8.0,117,4,2
STU1316,25,28.5,62,1,12
STU1317,28,34.0,127,1,6
STU1318,17,9.2,170,27,13
STU1319,22,14.5,154,20,13
STU1320,21,19.6,151,8,7
STU1321,17,11.7,169,28,4
STU1322,22,10.3,131,12,11
STU1323,29,17.7,54,18,6
STU1324,15,16.2,50,18,6
STU1325,28,10.1,110,15,11
STU1326,28,14.4,88,13,9
STU1327,13,18.2,62,9,12
STU1328,28,20.1,143,16,5
STU1329,23,15.8,73,2,3
STU1330,9,34.3,80,1,7
STU1331,18,9.4,135,22,7
STU1332,23,17.9,74,10,12
STU1333,5,27.8,160,5,12
STU1334,23,23.9,101,27,3
STU1335,10,20.1,109,8,8
STU1336,10,7.7,129,24,3
STU1337,24,10.0,83,12,7
STU1338,19,7.5,163,4,9
STU1339,15,14.1,72,20,8
STU1340,26,17.7,22,16,4
STU1341,27,14.6,139,3,5
STU1342,13,20.3,50,13,7
STU1343,19,16.7,34,27,3
STU1344,25,32.2,42,9,11
STU1345,12,13.4,115,7,3
STU1346,25,22.7,98,11,9
STU1347,19,29.5,31,5,10
STU1348,23,16.8,110,14,7
STU1349,19,11.6,160,4,5
STU1350,29,7.2,81,29,14
STU1351,25,7.0,127,10,4
STU1352,19,9.6,82,27,5
STU1353,24,14.4,116,1,11
STU1354,24,33.8,111,18,14
STU1355,14,31.8,94,9,2
STU1356,13,30.2,62,25,8
STU1357,5,31.2,71,5,14
STU1358,7,23.9,60,3,2
STU1359,25,14.5,105,29,11
STU1360,12,33.5,140,23,7
STU1361,9,18.3,38,2,11
STU1362,23,26.9,128,16,4
STU1363,15,20.5,115,5,11
STU1364,9,15.1,41,11,2
STU1365,18,30.0,177,5,6
STU1366,30,34.5,119,1,12
STU1367,6,30.1,126,4,12
STU1368,7,21.1,131,7,6
STU1369,26,26.4,107,1,14
STU1370,22,31.4,174,18,14
STU1371,18,7.9,80,23,3
STU1372,13,14.3,67,7,12
STU1373,18,24.6,30,2,3
STU1374,11,12.6,50,8,4
STU1375,21,5.9,160,18,3
STU1376,16,15.1,155,12,3
STU1377,8,22.4,129,12,2
STU1378,21,31.5,138,13,8
STU1379,18,27.5,115,23,7
STU1380,19,19.9,94,2,12
STU1381,22,21.9,121,30,11
STU1382,7,32.1,109,14,11
STU1383,21,27.8,25,11,11
STU1384,25,22.2,57,4,7
STU1385,18,25.7,174,30,10
STU1386,18,8.1,116,3,4
STU1387,20,18.6,100,17,6
STU1388,28,19.5,45,2,2
STU1389,20,14.4,149,14,10
STU1390,28,12.8,34,9,6
STU1391,14,24.4,40,21,6
STU1392,13,34.6,20,30,10
STU1393,23,20.4,106,28,4
STU1394,20,34.6,33,22,3
STU1395,29,23.1,145,18,12
STU1396,13,28.6,150,14,11
STU1397,27,6.0,104,26,3
STU1398,25,6.1,168,9,9
STU1399,28,17.2,69,28,6
STU1400,5,33.7,157,8,10
STU1401,22,28.8,146,8,14
STU1402,10,34.4,76,3,2
STU1403,7,25.6,26,4,14
STU1404,28,9.0,83,24,7
STU1405,8,15.7,129,23,14
STU1406,19,28.4,71,20,14
STU1407,28,21.6,48,24,2
STU1408,19,6.6,30,8,9
STU1409,22,28.9,178,16,3
STU1410,19,8.4,55,8,14
STU1411,30,15.8,165,24,8
STU1412,13,19.0,90,1,7
STU1413,18,28.3,24,11,14
STU1414,26,23.2,99,4,14
STU1415,28,28.4,21,21,14
STU1416,9,33.0,86,29,5
STU1417,25,19.8,22,24,8
STU1418,5,19.1,80,20,6
STU1419,27,33.4,129,3,11
STU1420,23,30.3,49,26,2
STU1421,15,28.2,70,18,12
STU1422,27,11.2,24,18,10
STU1423,14,25.1,24,25,10
STU1424,25,9.3,143,6,3
STU1425,14,9.1,22,26,3
STU1426,6,21.5,44,29,6
STU1427,22,33.6,62,19,5
STU1428,12,26.1,149,26,6
STU1429,13,9.4,57,16,6
STU1430,29,14.8,144,29,5
STU1431,21,21.6,111,5,12
STU1432,9,27.2,43,9,5
STU1433,17,33.3,161,30,2
STU1434,23,26.6,32,14,14
STU1435,15,21.2,22,21,4
STU1436,26,11.9,47,20,14
STU1437,6,23.4,167,26,7
STU1438,23,19.4,149,29,9
STU1439,28,23.9,118,7,14
STU1440,16,18.5,80,19,10
STU1441,8,17.4,31,18,10
STU1442,29,7.4,144,25,11
STU1443,22,22.1,96,8,2
STU1444,14,25.2,174,21,2
STU1445,11,28.2,100,17,4
STU1446,9,30.1,112,26,11
STU1447,29,10.2,162,25,14
STU1448,5,20.8,64,19,11
STU1449,17,28.9,55,30,2
STU1450,6,11.3,40,6,13
STU1451,12,24.0,35,5,9
STU1452,13,28.6,129,14,11
STU1453,15,11.4,107,8,3
STU1454,6,32.6,167,11,6
STU1455,27,23.6,128,5,3
STU1456,7,24.6,167,18,12
STU1457,5,16.3,141,24,3
STU1458,21,28.5,31,17,2
STU1459,20,18.6,78,19,7
STU1460,19,19.7,134,4,11
STU1461,17,12.3,44,12,7
STU1462,14,19.0,62,28,9
STU1463,11,23.4,161,26,6
STU1464,30,20.3,174,18,14
STU1465,12,26.9,79,15,9
STU1466,18,24.1,141,30,6
STU1467,26,25.0,174,14,5
STU1468,13,34.8,47,27,8
STU1469,7,31.7,123,15,4
STU1470,10,17.8,139,27,14
STU1471,13,21.1,176,4,13
STU1472,26,16.4,103,8,6
STU1473,17,18.5,95,29,2
STU1474,6,13.4,156,4,7
STU1475,28,19.7,173,21,3
STU1476,18,8.1,126,30,13
STU1477,18,33.6,88,5,6
STU1478,5,30.4,39,8,10
STU1479,14,11.5,44,22,9
STU1480,30,16.8,64,29,8
STU1481,23,14.4,167,24,3
STU1482,17,28.2,67,2,5
STU1483,15,5.9,167,25,7
STU1484,8,23.0,118,6,14
STU1485,20,31.4,169,23,8
STU1486,20,34.2,174,8,9
STU1487,15,10.6,166,13,10
STU1488,13,20.4,81,21,7
STU1489,29,12.1,168,23,14
STU1490,17,25.6,134,21,4
STU1491,30,9.2,61,1,8
STU1492,19,31.7,152,15,2
STU1493,23,15.9,176,6,14
STU1494,20,13.9,155,1,10
STU1495,14,32.2,145,24,9
STU1496,12,33.6,46,15,13
STU1497,30,29.1,138,7,12
STU1498,13,23.8,109,6,13
STU1499,28,27.7,87,8,6
STU1500,8,7.3,20,25,9
STU1501,16,14.8,164,7,2
STU1502,9,8.4,172,24,12
STU1503,11,24.0,144,18,8
STU1504,18,5.1,125,6,5
STU1505,28,22.4,81,16,6
STU1506,11,22.2,58,16,7
STU1507,23,19.1,68,13,5
STU1508,20,10.8,166,28,9
STU1509,22,18.3,34,25,13
STU1510,5,21.1,143,19,3
STU1511,7,10.1,37,19,14
STU1512,19,13.5,45,25,3
STU1513,9,14.6,171,16,6
STU1514,17,23.0,98,17,13
STU1515,12,30.6,85,19,6
STU1516,24,11.6,51,14,8
STU1517,26,12.1,168,24,13
STU1518,26,29.9,143,2,9
STU1519,21,29.8,25,11,10
STU1520,30,17.2,155,10,3
STU1521,14,20.7,75,30,11
STU1522,6,22.7,82,21,6
STU1523,8,8.8,145,2,11
STU1524,29,15.7,109,9,12
STU1525,19,23.3,96,7,11
STU1526,6,20.3,57,14,10
STU1527,10,6.5,139,2,3
STU1528,8,33.3,123,4,7
STU1529,30,17.2,171,15,8
STU1530,15,22.1,152,21,6
STU1531,11,6.6,158,23,10
STU1532,16,23.3,37,23,14
STU1533,24,14.5,56,26,2
STU1534,21,21.8,142,3,12
STU1535,30,34.4,80,12,12
STU1536,12,31.5,28,21,12
STU1537,7,34.4,141,12,13
STU1538,16,21.4,126,5,14
STU1539,16,15.4,155,17,10
STU1540,15,18.5,96,26,10
STU1541,20,12.2,144,22,12
STU1542,26,26.1,127,20,13
STU1543,17,23.9,161,7,8
STU1544,11,5.2,146,24,10
STU1545,7,23.1,26,13,6
STU1546,18,24.7,93,12,5
STU1547,7,7.9,51,6,2
STU1548,24,30.2,99,27,11
STU1549,15,15.3,78,2,13
STU1550,17,31.0,154,24,14
STU1551,8,32.3,167,25,10
STU1552,10,19.8,166,16,14
STU1553,29,33.3,138,24,13
STU1554,16,27.8,107,17,13
STU1555,5,16.3,180,11,4
STU1556,15,14.7,61,18,8
STU1557,14,13.1,131,5,11
STU1558,26,24.6,165,3,2
STU1559,29,20.1,103,7,3
STU1560,12,16.1,56,23,3
STU1561,30,27.1,112,28,9
STU1562,17,18.9,141,2,8
STU1563,14,16.2,106,14,5
STU1564,26,32.4,56,1,12
STU1565,25,20.1,84,2,5
STU1566,22,31.6,28,28,11
STU1567,24,34.7,81,22,12
STU1568,30,25.9,58,29,5
STU1569,9,11.8,178,20,3
STU1570,8,29.8,47,26,12
STU1571,13,24.8,76,19,2
STU1572,22,11.6,166,13,3
STU1573,24,11.9,90,7,10
STU1574,12,27.5,141,4,6
STU1575,9,12.9,87,7,9
STU1576,28,18.5,70,22,14
STU1577,20,18.4,83,3,6
STU1578,16,34.7,54,29,2
STU1579,8,14.6,120,7,14
STU1580,21,26.7,172,26,3
STU1581,21,15.9,120,25,6
STU1582,9,18.3,49,10,14
STU1583,22,15.1,149,28,3
STU1584,18,19.7,64,13,12
STU1585,23,31.7,94,29,7
STU1586,20,8.7,109,5,4
STU1587,18,12.5,162,12,7
STU1588,21,24.6,26,5,3
STU1589,7,27.6,34,25,13
STU1590,15,33.0,25,2,9
STU1591,23,16.2,76,2,3
STU1592,27,25.5,146,11,6
STU1593,20,26.0,117,23,8
STU1594,24,17.9,111,25,10
STU1595,6,17.0,156,26,5
STU1596,13,26.5,132,16,7
STU1597,27,32.3,30,25,11
STU1598,16,33.1,55,5,5
STU1599,26,21.4,33,5,9
STU1600,16,14.5,116,5,3
STU1601,15,11.6,31,23,11
STU1602,30,25.9,88,19,13
STU1603,25,17.1,117,30,2
STU1604,22,31.1,33,7,12
STU1605,17,26.4,41,5,13
STU1606,23,28.7,65,23,14
STU1607,17,34.6,172,24,9
STU1608,26,34.6,78,17,7
STU1609,26,20.8,23,20,2
STU1610,7,29.2,123,25,9
STU1611,23,17.9,37,21,5
STU1612,29,32.8,121,2,8
STU1613,30,7.5,171,17,11
STU1614,24,5.6,89,25,12
STU1615,25,30.5,157,2,10
STU1616,7,13.3,163,4,6
STU1617,29,8.4,104,24,4
STU1618,28,20.1,104,15,2
STU1619,12,33.5,36,13,9
STU1620,26,12.8,131,30,12
STU1621,21,26.8,152,2,14
STU1622,17,8.5,40,18,11
STU1623,8,19.4,50,8,11
STU1624,27,9.4,73,29,6
STU1625,21,20.8,97,6,5
STU1626,26,24.0,128,25,2
STU1627,12,10.1,162,18,3
STU1628,9,33.5,60,3,11
STU1629,29,11.3,101,19,8
STU1630,16,31.6,86,27,14
STU1631,5,5.7,170,18,14
STU1632,29,27.1,30,23,8
STU1633,24,18.1,102,8,11
STU1634,24,34.4,108,2,10
STU1635,21,22.3,109,5,2
STU1636,5,27.5,60,14,8
