Student_ID,Lecture_ID,Subject,Chapter,Faculty,Lecture_Date,Attendance_Percentage
STU0490,LEC4895,Physics,Laws of Motion,Dr. Arun,2026-06-20,56
STU0490,LEC4896,Physics,Electricity,Dr. Arun,2026-05-29,72
STU0490,LEC4897,Mathematics,Calculus,Dr. Priya,2026-07-23,94
STU0490,LEC4898,Biology,Cell,Dr. Meena,2026-03-22,58
STU0490,LEC4899,Biology,Genetics,Dr. Ravi,2026-05-31,56
STU0490,LEC4900,Biology,Plant Physiology,Dr. Priya,2026-05-27,65
STU0491,LEC4901,Biology,Human Body,Dr. Meena,2026-02-27,56
STU0491,LEC4902,Chemistry,Atoms,Dr. Arun,2026-07-24,80
STU0491,LEC4903,Mathematics,Probability,Dr. Priya,2026-02-11,98
STU0491,LEC4904,Biology,Human Body,Dr. Kumar,2026-06-10,61
STU0491,LEC4905,Biology,Cell,Dr. Ravi,2026-03-13,66
STU0491,LEC4906,Physics,Electricity,Dr. Meena,2026-04-02,60
STU0491,LEC4907,Physics,Motion,Dr. Meena,2026-04-27,86
STU0491,LEC4908,Chemistry,Atoms,Dr. Ravi,2026-07-07,77
STU0491,LEC4909,Chemistry,Atoms,Dr. Priya,2026-04-09,89
STU0491,LEC4910,Mathematics,Algebra,Dr. Meena,2026-06-20,97
STU0492,LEC4911,Biology,Cell,Dr. Arun,2026-02-23,71
STU0492,LEC4912,Physics,Work and Energy,Dr. Ravi,2026-04-15,87
STU0492,LEC4913,Chemistry,Chemical Bonding,Dr. Meena,2026-03-16,78
STU0492,LEC4914,Chemistry,Atoms,Dr. Priya,2026-03-26,98
STU0492,LEC4915,Chemistry,Acids and Bases,Dr. Priya,2026-05-16,99
STU0492,LEC4916,Physics,Work and Energy,Dr. Ravi,2026-07-13,72
STU0492,LEC4917,Physics,Work and Energy,Dr. Priya,2026-02-03,53
STU0492,LEC4918,Chemistry,Acids and Bases,Dr. Ravi,2026-02-02,65
STU0492,LEC4919,Biology,Human Body,Dr. Arun,2026-03-09,52
STU0492,LEC4920,Chemistry,Chemical Bonding,Dr. Priya,2026-07-05,56
STU0493,LEC4921,Chemistry,Acids and Bases,Dr. Priya,2026-04-05,80
STU0493,LEC4922,Mathematics,Calculus,Dr. Meena,2026-06-14,74
STU0493,LEC4923,Biology,Genetics,Dr. Ravi,2026-03-12,89
STU0493,LEC4924,Physics,Motion,Dr. Arun,2026-05-19,68
STU0493,LEC4925,Physics,Work and Energy,Dr. Arun,2026-07-15,62
STU0493,LEC4926,Physics,Laws of Motion,Dr. Arun,2026-02-10,65
STU0493,LEC4927,Biology,Human Body,Dr. Priya,2026-07-22,100
STU0493,LEC4928,Physics,Motion,Dr. Priya,2026-05-13,92
STU0493,LEC4929,Biology,Plant Physiology,Dr. Kumar,2026-01-28,93
STU0493,LEC4930,Physics,Work and Energy,Dr. Kumar,2026-06-11,76
STU0494,LEC4931,Chemistry,Atoms,Dr. Meena,2026-07-13,88
STU0494,LEC4932,Chemistry,Organic Chemistry,Dr. Arun,2026-07-09,54
STU0494,LEC4933,Biology,Genetics,Dr. Priya,2026-04-03,82
STU0494,LEC4934,Physics,Electricity,Dr. Priya,2026-04-03,93
STU0494,LEC4935,Physics,Motion,Dr. Ravi,2026-06-12,81
STU0494,LEC4936,Chemistry,Chemical Bonding,Dr. Priya,2026-03-26,56
STU0494,LEC4937,Chemistry,Organic Chemistry,Dr. Ravi,2026-04-23,54
STU0494,LEC4938,Mathematics,Probability,Dr. Priya,2026-04-29,93
STU0494,LEC4939,Biology,Plant Physiology,Dr. Meena,2026-06-25,57
STU0494,LEC4940,Physics,Work and Energy,Dr. Priya,2026-03-07,86
STU0495,LEC4941,Biology,Plant Physiology,Dr. Kumar,2026-02-02,78
STU0495,LEC4942,Mathematics,Calculus,Dr. Ravi,2026-04-17,97
STU0495,LEC4943,Physics,Work and Energy,Dr. Priya,2026-02-09,53
STU0495,LEC4944,Mathematics,Calculus,Dr. Arun,2026-04-06,53
STU0495,LEC4945,Physics,Laws of Motion,Dr. Kumar,2026-01-26,58
STU0495,LEC4946,Biology,Genetics,Dr. Ravi,2026-03-02,81
STU0495,LEC4947,Physics,Laws of Motion,Dr. Arun,2026-03-05,90
STU0495,LEC4948,Mathematics,Algebra,Dr. Priya,2026-02-15,88
STU0495,LEC4949,Mathematics,Probability,Dr. Meena,2026-03-06,98
STU0495,LEC4950,Biology,Cell,Dr. Priya,2026-06-11,91
STU0496,LEC4951,Physics,Work and Energy,Dr. Kumar,2026-05-21,88
STU0496,LEC4952,Chemistry,Acids and Bases,Dr. Meena,2026-05-09,93
STU0496,LEC4953,Biology,Human Body,Dr. Arun,2026-03-27,90
STU0496,LEC4954,Physics,Laws of Motion,Dr. Priya,2026-05-11,100
STU0496,LEC4955,Biology,Cell,Dr. Kumar,2026-05-21,54
STU0496,LEC4956,Chemistry,Chemical Bonding,Dr. Meena,2026-05-17,61
STU0496,LEC4957,Physics,Motion,Dr. Arun,2026-04-15,56
STU0496,LEC4958,Chemistry,Chemical Bonding,Dr. Arun,2026-05-29,74
STU0496,LEC4959,Physics,Motion,Dr. Ravi,2026-04-03,69
STU0496,LEC4960,Chemistry,Chemical Bonding,Dr. Kumar,2026-05-13,56
STU0497,LEC4961,Chemistry,Chemical Bonding,Dr. Arun,2026-02-06,100
STU0497,LEC4962,Chemistry,Chemical Bonding,Dr. Kumar,2026-07-15,99
STU0497,LEC4963,Chemistry,Atoms,Dr. Meena,2026-04-12,83
STU0497,LEC4964,Physics,Electricity,Dr. Priya,2026-06-17,76
STU0497,LEC4965,Physics,Laws of Motion,Dr. Ravi,2026-07-10,86
STU0497,LEC4966,Physics,Electricity,Dr. Priya,2026-05-21,97
STU0497,LEC4967,Biology,Cell,Dr. Meena,2026-04-29,97
STU0497,LEC4968,Mathematics,Probability,Dr. Meena,2026-03-12,80
STU0497,LEC4969,Chemistry,Atoms,Dr. Kumar,2026-04-11,51
STU0497,LEC4970,Mathematics,Trigonometry,Dr. Kumar,2026-03-22,66
STU0498,LEC4971,Physics,Motion,Dr. Meena,2026-07-23,50
STU0498,LEC4972,Biology,Cell,Dr. Meena,2026-02-21,65
STU0498,LEC4973,Mathematics,Calculus,Dr. Kumar,2026-02-23,100
STU0498,LEC4974,Mathematics,Algebra,Dr. Priya,2026-06-19,63
STU0498,LEC4975,Biology,Cell,Dr. Ravi,2026-02-02,73
STU0498,LEC4976,Physics,Motion,Dr. Ravi,2026-07-20,98
STU0498,LEC4977,Physics,Work and Energy,Dr. Arun,2026-03-02,73
STU0498,LEC4978,Mathematics,Calculus,Dr. Meena,2026-06-13,88
STU0498,LEC4979,Biology,Genetics,Dr. Ravi,2026-07-02,75
STU0498,LEC4980,Mathematics,Calculus,Dr. Meena,2026-02-08,57
STU0499,LEC4981,Chemistry,Organic Chemistry,Dr. Meena,2026-01-26,81
STU0499,LEC4982,Physics,Laws of Motion,Dr. Meena,2026-05-21,78
STU0499,LEC4983,Physics,Electricity,Dr. Priya,2026-02-17,77
STU0499,LEC4984,Chemistry,Acids and Bases,Dr. Meena,2026-05-21,56
STU0499,LEC4985,Chemistry,Organic Chemistry,Dr. Meena,2026-06-08,99
STU0499,LEC4986,Biology,Genetics,Dr. Kumar,2026-02-01,73
STU0499,LEC4987,Mathematics,Probability,Dr. Priya,2026-06-22,79
STU0499,LEC4988,Physics,Laws of Motion,Dr. Ravi,2026-07-02,83
STU0499,LEC4989,Biology,Human Body,Dr. Kumar,2026-07-03,60
STU0499,LEC4990,Chemistry,Chemical Bonding,Dr. Arun,2026-05-26,92
STU0500,LEC4991,Biology,Cell,Dr. Arun,2026-01-29,69
STU0500,LEC4992,Biology,Plant Physiology,Dr. Priya,2026-03-18,81
STU0500,LEC4993,Biology,Genetics,Dr. Priya,2026-04-20,50
STU0500,LEC4994,Mathematics,Algebra,Dr. Kumar,2026-03-05,79
STU0500,LEC4995,Biology,Cell,Dr. Arun,2026-04-11,61
STU0500,LEC4996,Physics,Work and Energy,Dr. Priya,2026-07-04,68
STU0500,LEC4997,Chemistry,Atoms,Dr. Ravi,2026-07-04,75
STU0500,LEC4998,Biology,Genetics,Dr. Meena,2026-03-09,66
STU0500,LEC4999,Biology,Cell,Dr. Arun,2026-02-03,74
STU0500,LEC5000,Mathematics,Probability,Dr. Ravi,2026-07-16,86
STU0501,LEC5001,Biology,Plant Physiology,Dr. Kumar,2026-06-26,63
STU0501,LEC5002,Biology,Genetics,Dr. Kumar,2026-03-22,51
STU0501,LEC5003,Mathematics,Trigonometry,Dr. Meena,2026-05-16,93
STU0501,LEC5004,Chemistry,Organic Chemistry,Dr. Priya,2026-02-04,94
STU0501,LEC5005,Physics,Work and Energy,Dr. Ravi,2026-01-28,61
STU0501,LEC5006,Chemistry,Atoms,Dr. Priya,2026-03-03,80
STU0501,LEC5007,Physics,Electricity,Dr. Arun,2026-04-30,88
STU0501,LEC5008,Chemistry,Acids and Bases,Dr. Kumar,2026-04-12,52
STU0501,LEC5009,Mathematics,Algebra,Dr. Meena,2026-06-04,97
STU0501,LEC5010,Chemistry,Atoms,Dr. Kumar,2026-02-28,84
STU0502,LEC5011,Biology,Genetics,Dr. Priya,2026-01-30,82
STU0502,LEC5012,Chemistry,Acids and Bases,Dr. Meena,2026-02-15,57
STU0502,LEC5013,Chemistry,Atoms,Dr. Kumar,2026-06-05,84
STU0502,LEC5014,Physics,Electricity,Dr. Ravi,2026-02-07,99
STU0502,LEC5015,Biology,Cell,Dr. Meena,2026-04-23,71
STU0502,LEC5016,Biology,Human Body,Dr. Ravi,2026-02-17,80
STU0502,LEC5017,Mathematics,Probability,Dr. Ravi,2026-06-12,88
STU0502,LEC5018,Physics,Work and Energy,Dr. Priya,2026-06-09,58
STU0502,LEC5019,Physics,Electricity,Dr. Kumar,2026-02-01,57
STU0502,LEC5020,Mathematics,Probability,Dr. Arun,2026-06-21,76
STU0503,LEC5021,Mathematics,Algebra,Dr. Ravi,2026-03-04,89
STU0503,LEC5022,Physics,Motion,Dr. Meena,2026-02-01,54
STU0503,LEC5023,Biology,Genetics,Dr. Arun,2026-06-16,76
STU0503,LEC5024,Chemistry,Atoms,Dr. Meena,2026-07-06,62
STU0503,LEC5025,Physics,Laws of Motion,Dr. Ravi,2026-07-22,79
STU0503,LEC5026,Mathematics,Calculus,Dr. Meena,2026-05-18,61
STU0503,LEC5027,Biology,Cell,Dr. Meena,2026-04-02,88
STU0503,LEC5028,Mathematics,Probability,Dr. Priya,2026-06-27,81
STU0503,LEC5029,Physics,Motion,Dr. Ravi,2026-04-16,63
STU0503,LEC5030,Physics,Electricity,Dr. Ravi,2026-06-03,60
STU0504,LEC5031,Physics,Motion,Dr. Priya,2026-01-25,91
STU0504,LEC5032,Physics,Electricity,Dr. Kumar,2026-04-09,77
STU0504,LEC5033,Biology,Human Body,Dr. Priya,2026-03-28,100
STU0504,LEC5034,Chemistry,Atoms,Dr. Meena,2026-03-17,64
STU0504,LEC5035,Chemistry,Organic Chemistry,Dr. Kumar,2026-07-15,65
STU0504,LEC5036,Physics,Electricity,Dr. Ravi,2026-03-19,83
STU0504,LEC5037,Mathematics,Calculus,Dr. Ravi,2026-03-05,52
STU0504,LEC5038,Physics,Work and Energy,Dr. Ravi,2026-02-27,53
STU0504,LEC5039,Chemistry,Organic Chemistry,Dr. Priya,2026-04-08,88
STU0504,LEC5040,Mathematics,Calculus,Dr. Arun,2026-04-24,83
STU0505,LEC5041,Mathematics,Trigonometry,Dr. Arun,2026-03-06,94
STU0505,LEC5042,Biology,Genetics,Dr. Ravi,2026-06-29,87
STU0505,LEC5043,Physics,Laws of Motion,Dr. Meena,2026-06-16,67
STU0505,LEC5044,Chemistry,Chemical Bonding,Dr. Priya,2026-05-07,70
STU0505,LEC5045,Mathematics,Algebra,Dr. Meena,2026-03-08,67
STU0505,LEC5046,Physics,Laws of Motion,Dr. Arun,2026-06-22,85
STU0505,LEC5047,Physics,Work and Energy,Dr. Meena,2026-05-20,76
STU0505,LEC5048,Chemistry,Atoms,Dr. Priya,2026-05-15,95
STU0505,LEC5049,Chemistry,Organic Chemistry,Dr. Kumar,2026-06-19,57
STU0505,LEC5050,Biology,Genetics,Dr. Ravi,2026-06-17,88
STU0506,LEC5051,Mathematics,Calculus,Dr. Arun,2026-04-17,56
STU0506,LEC5052,Chemistry,Acids and Bases,Dr. Arun,2026-03-09,64
STU0506,LEC5053,Physics,Work and Energy,Dr. Meena,2026-06-21,63
STU0506,LEC5054,Physics,Laws of Motion,Dr. Kumar,2026-03-01,99
STU0506,LEC5055,Biology,Plant Physiology,Dr. Ravi,2026-04-20,92
STU0506,LEC5056,Mathematics,Algebra,Dr. Ravi,2026-05-30,77
STU0506,LEC5057,Mathematics,Calculus,Dr. Ravi,2026-03-02,84
STU0506,LEC5058,Biology,Genetics,Dr. Arun,2026-04-18,96
STU0506,LEC5059,Physics,Laws of Motion,Dr. Kumar,2026-07-24,79
STU0506,LEC5060,Biology,Genetics,Dr. Arun,2026-05-12,91
STU0507,LEC5061,Physics,Electricity,Dr. Meena,2026-04-29,82
STU0507,LEC5062,Physics,Motion,Dr. Priya,2026-02-22,63
STU0507,LEC5063,Biology,Genetics,Dr. Meena,2026-04-30,78
STU0507,LEC5064,Physics,Electricity,Dr. Priya,2026-03-08,57
STU0507,LEC5065,Biology,Genetics,Dr. Arun,2026-02-23,50
STU0507,LEC5066,Chemistry,Acids and Bases,Dr. Priya,2026-02-20,91
STU0507,LEC5067,Chemistry,Chemical Bonding,Dr. Arun,2026-06-05,56
STU0507,LEC5068,Chemistry,Atoms,Dr. Meena,2026-02-13,93
STU0507,LEC5069,Chemistry,Chemical Bonding,Dr. Priya,2026-02-09,77
STU0507,LEC5070,Mathematics,Calculus,Dr. Kumar,2026-06-18,56
STU0508,LEC5071,Physics,Work and Energy,Dr. Arun,2026-04-05,67
STU0508,LEC5072,Chemistry,Acids and Bases,Dr. Ravi,2026-07-15,67
STU0508,LEC5073,Chemistry,Atoms,Dr. Priya,2026-06-24,94
STU0508,LEC5074,Mathematics,Trigonometry,Dr. Arun,2026-05-10,50
STU0508,LEC5075,Mathematics,Probability,Dr. Meena,2026-04-07,72
STU0508,LEC5076,Physics,Motion,Dr. Ravi,2026-02-04,77
STU0508,LEC5077,Physics,Work and Energy,Dr. Meena,2026-07-15,67
STU0508,LEC5078,Physics,Work and Energy,Dr. Kumar,2026-05-09,69
STU0508,LEC5079,Biology,Human Body,Dr. Priya,2026-06-07,89
STU0508,LEC5080,Physics,Laws of Motion,Dr. Meena,2026-04-01,52
STU0509,LEC5081,Mathematics,Calculus,Dr. Priya,2026-06-29,69
STU0509,LEC5082,Mathematics,Algebra,Dr. Ravi,2026-01-23,53
STU0509,LEC5083,Chemistry,Organic Chemistry,Dr. Kumar,2026-04-26,92
STU0509,LEC5084,Physics,Motion,Dr. Priya,2026-04-08,70
STU0509,LEC5085,Biology,Human Body,Dr. Ravi,2026-06-05,67
STU0509,LEC5086,Chemistry,Chemical Bonding,Dr. Kumar,2026-03-23,90
STU0509,LEC5087,Chemistry,Chemical Bonding,Dr. Meena,2026-06-24,74
STU0509,LEC5088,Biology,Plant Physiology,Dr. Ravi,2026-02-08,92
STU0509,LEC5089,Biology,Genetics,Dr. Priya,2026-06-17,86
STU0509,LEC5090,Mathematics,Trigonometry,Dr. Priya,2026-06-21,84
STU0510,LEC5091,Biology,Cell,Dr. Ravi,2026-07-22,66
STU0510,LEC5092,Physics,Motion,Dr. Ravi,2026-03-21,100
STU0510,LEC5093,Chemistry,Atoms,Dr. Ravi,2026-04-26,100
STU0510,LEC5094,Chemistry,Acids and Bases,Dr. Priya,2026-02-12,67
STU0510,LEC5095,Chemistry,Acids and Bases,Dr. Kumar,2026-05-23,74
STU0510,LEC5096,Biology,Genetics,Dr. Ravi,2026-05-20,97
STU0510,LEC5097,Chemistry,Acids and Bases,Dr. Meena,2026-02-25,62
STU0510,LEC5098,Chemistry,Acids and Bases,Dr. Ravi,2026-02-26,84
STU0510,LEC5099,Chemistry,Chemical Bonding,Dr. Arun,2026-05-20,63
STU0510,LEC5100,Biology,Human Body,Dr. Kumar,2026-05-25,97
STU0511,LEC5101,Biology,Plant Physiology,Dr. Ravi,2026-02-13,66
STU0511,LEC5102,Physics,Electricity,Dr. Arun,2026-04-06,68
STU0511,LEC5103,Chemistry,Acids and Bases,Dr. Priya,2026-06-02,96
STU0511,LEC5104,Chemistry,Organic Chemistry,Dr. Ravi,2026-03-29,58
STU0511,LEC5105,Mathematics,Calculus,Dr. Kumar,2026-05-24,78
STU0511,LEC5106,Mathematics,Trigonometry,Dr. Arun,2026-06-23,51
STU0511,LEC5107,Mathematics,Trigonometry,Dr. Ravi,2026-03-24,90
STU0511,LEC5108,Mathematics,Calculus,Dr. Meena,2026-02-26,90
STU0511,LEC5109,Physics,Laws of Motion,Dr. Ravi,2026-03-17,77
STU0511,LEC5110,Biology,Human Body,Dr. Arun,2026-04-16,63
STU0512,LEC5111,Mathematics,Algebra,Dr. Meena,2026-03-18,75
STU0512,LEC5112,Mathematics,Algebra,Dr. Arun,2026-04-26,79
STU0512,LEC5113,Physics,Laws of Motion,Dr. Kumar,2026-04-15,52
STU0512,LEC5114,Mathematics,Calculus,Dr. Priya,2026-03-28,85
STU0512,LEC5115,Biology,Genetics,Dr. Arun,2026-03-24,68
STU0512,LEC5116,Biology,Plant Physiology,Dr. Ravi,2026-01-23,77
STU0512,LEC5117,Biology,Plant Physiology,Dr. Ravi,2026-07-02,84
STU0512,LEC5118,Mathematics,Probability,Dr. Kumar,2026-05-15,76
STU0512,LEC5119,Physics,Electricity,Dr. Kumar,2026-05-20,77
STU0512,LEC5120,Physics,Motion,Dr. Arun,2026-06-19,89
STU0513,LEC5121,Biology,Cell,Dr. Kumar,2026-03-10,51
STU0513,LEC5122,Chemistry,Acids and Bases,Dr. Meena,2026-03-07,56
STU0513,LEC5123,Mathematics,Probability,Dr. Meena,2026-07-03,72
STU0513,LEC5124,Biology,Plant Physiology,Dr. Arun,2026-05-24,50
STU0513,LEC5125,Mathematics,Algebra,Dr. Ravi,2026-04-19,96
STU0513,LEC5126,Biology,Cell,Dr. Kumar,2026-05-18,74
STU0513,LEC5127,Biology,Human Body,Dr. Arun,2026-03-14,86
STU0513,LEC5128,Chemistry,Chemical Bonding,Dr. Arun,2026-04-03,94
STU0513,LEC5129,Chemistry,Acids and Bases,Dr. Ravi,2026-05-27,90
STU0513,LEC5130,Biology,Human Body,Dr. Kumar,2026-03-15,67
STU0514,LEC5131,Mathematics,Algebra,Dr. Arun,2026-03-31,100
STU0514,LEC5132,Biology,Plant Physiology,Dr. Ravi,2026-07-18,100
STU0514,LEC5133,Chemistry,Organic Chemistry,Dr. Arun,2026-02-08,69
STU0514,LEC5134,Physics,Laws of Motion,Dr. Arun,2026-04-22,61
STU0514,LEC5135,Biology,Cell,Dr. Meena,2026-05-22,94
STU0514,LEC5136,Chemistry,Acids and Bases,Dr. Meena,2026-02-10,57
STU0514,LEC5137,Mathematics,Algebra,Dr. Priya,2026-04-28,71
STU0514,LEC5138,Physics,Laws of Motion,Dr. Ravi,2026-03-19,70
STU0514,LEC5139,Biology,Plant Physiology,Dr. Priya,2026-04-03,98
STU0514,LEC5140,Biology,Human Body,Dr. Ravi,2026-06-16,100
STU0515,LEC5141,Physics,Electricity,Dr. Priya,2026-01-27,83
STU0515,LEC5142,Mathematics,Trigonometry,Dr. Meena,2026-06-28,85
STU0515,LEC5143,Physics,Electricity,Dr. Priya,2026-04-27,70
STU0515,LEC5144,Mathematics,Trigonometry,Dr. Kumar,2026-03-27,96
STU0515,LEC5145,Physics,Motion,Dr. Kumar,2026-07-14,98
STU0515,LEC5146,Chemistry,Organic Chemistry,Dr. Ravi,2026-07-03,86
STU0515,LEC5147,Biology,Human Body,Dr. Kumar,2026-06-21,89
STU0515,LEC5148,Chemistry,Atoms,Dr. Arun,2026-07-13,91
STU0515,LEC5149,Mathematics,Trigonometry,Dr. Meena,2026-03-05,79
STU0515,LEC5150,Mathematics,Probability,Dr. Meena,2026-03-22,53
STU0516,LEC5151,Chemistry,Organic Chemistry,Dr. Arun,2026-02-02,76
STU0516,LEC5152,Chemistry,Atoms,Dr. Priya,2026-05-18,97
STU0516,LEC5153,Biology,Genetics,Dr. Arun,2026-03-25,69
STU0516,LEC5154,Mathematics,Trigonometry,Dr. Ravi,2026-02-23,66
STU0516,LEC5155,Biology,Plant Physiology,Dr. Priya,2026-04-10,64
STU0516,LEC5156,Physics,Motion,Dr. Priya,2026-05-08,62
STU0516,LEC5157,Chemistry,Acids and Bases,Dr. Meena,2026-06-15,93
STU0516,LEC5158,Biology,Cell,Dr. Meena,2026-07-05,95
STU0516,LEC5159,Physics,Electricity,Dr. Priya,2026-02-06,57
STU0516,LEC5160,Biology,Human Body,Dr. Arun,2026-05-23,72
STU0517,LEC5161,Biology,Plant Physiology,Dr. Meena,2026-03-28,61
STU0517,LEC5162,Biology,Genetics,Dr. Meena,2026-05-04,65
STU0517,LEC5163,Biology,Plant Physiology,Dr. Ravi,2026-03-30,70
STU0517,LEC5164,Physics,Electricity,Dr. Meena,2026-02-26,66
STU0517,LEC5165,Biology,Human Body,Dr. Ravi,2026-03-15,67
STU0517,LEC5166,Mathematics,Trigonometry,Dr. Arun,2026-07-18,82
STU0517,LEC5167,Mathematics,Trigonometry,Dr. Ravi,2026-03-21,72
STU0517,LEC5168,Chemistry,Organic Chemistry,Dr. Meena,2026-02-07,100
STU0517,LEC5169,Mathematics,Algebra,Dr. Priya,2026-07-13,80
STU0517,LEC5170,Biology,Plant Physiology,Dr. Meena,2026-04-11,85
STU0518,LEC5171,Biology,Human Body,Dr. Kumar,2026-05-04,66
STU0518,LEC5172,Chemistry,Atoms,Dr. Meena,2026-06-26,76
STU0518,LEC5173,Biology,Human Body,Dr. Kumar,2026-03-21,69
STU0518,LEC5174,Biology,Human Body,Dr. Priya,2026-07-02,69
STU0518,LEC5175,Physics,Motion,Dr. Arun,2026-06-28,98
STU0518,LEC5176,Biology,Genetics,Dr. Priya,2026-02-13,53
STU0518,LEC5177,Physics,Motion,Dr. Kumar,2026-03-12,86
STU0518,LEC5178,Mathematics,Algebra,Dr. Meena,2026-03-10,73
STU0518,LEC5179,Biology,Human Body,Dr. Ravi,2026-04-04,59
STU0518,LEC5180,Chemistry,Acids and Bases,Dr. Arun,2026-05-12,71
STU0519,LEC5181,Chemistry,Acids and Bases,Dr. Meena,2026-04-23,73
STU0519,LEC5182,Chemistry,Acids and Bases,Dr. Priya,2026-03-29,62
STU0519,LEC5183,Chemistry,Organic Chemistry,Dr. Meena,2026-03-12,52
STU0519,LEC5184,Physics,Motion,Dr. Arun,2026-01-24,79
STU0519,LEC5185,Physics,Motion,Dr. Kumar,2026-04-03,53
STU0519,LEC5186,Chemistry,Acids and Bases,Dr. Ravi,2026-02-26,98
STU0519,LEC5187,Mathematics,Probability,Dr. Kumar,2026-06-14,55
STU0519,LEC5188,Biology,Human Body,Dr. Kumar,2026-05-12,55
STU0519,LEC5189,Physics,Work and Energy,Dr. Ravi,2026-05-23,63
STU0519,LEC5190,Biology,Human Body,Dr. Meena,2026-07-20,77
STU0520,LEC5191,Physics,Work and Energy,Dr. Arun,2026-04-14,80
STU0520,LEC5192,Biology,Plant Physiology,Dr. Kumar,2026-05-06,82
STU0520,LEC5193,Biology,Plant Physiology,Dr. Kumar,2026-02-23,67
STU0520,LEC5194,Biology,Plant Physiology,Dr. Meena,2026-06-06,92
STU0520,LEC5195,Biology,Genetics,Dr. Ravi,2026-04-20,51
STU0520,LEC5196,Mathematics,Trigonometry,Dr. Arun,2026-07-01,75
STU0520,LEC5197,Mathematics,Calculus,Dr. Kumar,2026-05-26,83
STU0520,LEC5198,Physics,Work and Energy,Dr. Priya,2026-02-23,94
STU0520,LEC5199,Chemistry,Chemical Bonding,Dr. Kumar,2026-06-27,96
STU0520,LEC5200,Chemistry,Chemical Bonding,Dr. Meena,2026-03-04,77
STU0521,LEC5201,Mathematics,Algebra,Dr. Arun,2026-06-12,67
STU0521,LEC5202,Biology,Genetics,Dr. Ravi,2026-01-28,84
STU0521,LEC5203,Biology,Genetics,Dr. Priya,2026-03-28,54
STU0521,LEC5204,Mathematics,Algebra,Dr. Arun,2026-06-15,54
STU0521,LEC5205,Chemistry,Atoms,Dr. Ravi,2026-02-14,74
STU0521,LEC5206,Biology,Cell,Dr. Arun,2026-06-24,81
STU0521,LEC5207,Mathematics,Probability,Dr. Priya,2026-05-03,63
STU0521,LEC5208,Physics,Work and Energy,Dr. Meena,2026-02-23,96
STU0521,LEC5209,Mathematics,Trigonometry,Dr. Arun,2026-07-13,79
STU0521,LEC5210,Mathematics,Calculus,Dr. Priya,2026-02-22,50
STU0522,LEC5211,Chemistry,Acids and Bases,Dr. Ravi,2026-06-08,66
STU0522,LEC5212,Mathematics,Algebra,Dr. Kumar,2026-02-28,97
STU0522,LEC5213,Chemistry,Chemical Bonding,Dr. Ravi,2026-05-22,80
STU0522,LEC5214,Chemistry,Acids and Bases,Dr. Kumar,2026-06-13,84
STU0522,LEC5215,Biology,Plant Physiology,Dr. Arun,2026-02-21,81
STU0522,LEC5216,Biology,Human Body,Dr. Kumar,2026-05-31,63
STU0522,LEC5217,Physics,Laws of Motion,Dr. Arun,2026-04-19,54
STU0522,LEC5218,Chemistry,Atoms,Dr. Priya,2026-07-13,72
STU0522,LEC5219,Mathematics,Trigonometry,Dr. Arun,2026-02-04,76
STU0522,LEC5220,Mathematics,Algebra,Dr. Arun,2026-06-20,63
STU0523,LEC5221,Mathematics,Trigonometry,Dr. Kumar,2026-03-15,81
STU0523,LEC5222,Mathematics,Calculus,Dr. Ravi,2026-03-09,89
STU0523,LEC5223,Physics,Work and Energy,Dr. Kumar,2026-04-26,60
STU0523,LEC5224,Biology,Human Body,Dr. Arun,2026-07-23,83
STU0523,LEC5225,Physics,Electricity,Dr. Meena,2026-03-22,72
STU0523,LEC5226,Chemistry,Chemical Bonding,Dr. Ravi,2026-05-16,63
STU0523,LEC5227,Physics,Laws of Motion,Dr. Arun,2026-03-19,84
STU0523,LEC5228,Physics,Motion,Dr. Kumar,2026-06-13,62
STU0523,LEC5229,Physics,Work and Energy,Dr. Meena,2026-03-06,62
STU0523,LEC5230,Mathematics,Trigonometry,Dr. Ravi,2026-06-22,61
STU0524,LEC5231,Mathematics,Trigonometry,Dr. Kumar,2026-05-24,94
STU0524,LEC5232,Mathematics,Probability,Dr. Priya,2026-02-07,98
STU0524,LEC5233,Physics,Motion,Dr. Priya,2026-03-14,54
STU0524,LEC5234,Mathematics,Trigonometry,Dr. Meena,2026-06-22,62
STU0524,LEC5235,Mathematics,Algebra,Dr. Kumar,2026-02-17,68
STU0524,LEC5236,Biology,Cell,Dr. Priya,2026-05-17,65
STU0524,LEC5237,Physics,Work and Energy,Dr. Arun,2026-03-24,73
STU0524,LEC5238,Chemistry,Atoms,Dr. Kumar,2026-02-13,70
STU0524,LEC5239,Chemistry,Atoms,Dr. Priya,2026-05-30,53
STU0524,LEC5240,Mathematics,Calculus,Dr. Kumar,2026-06-29,78
STU0525,LEC5241,Biology,Cell,Dr. Kumar,2026-07-01,53
STU0525,LEC5242,Biology,Human Body,Dr. Ravi,2026-04-17,85
STU0525,LEC5243,Mathematics,Calculus,Dr. Arun,2026-03-20,79
STU0525,LEC5244,Biology,Plant Physiology,Dr. Priya,2026-03-18,97
STU0525,LEC5245,Mathematics,Calculus,Dr. Arun,2026-02-13,57
STU0525,LEC5246,Chemistry,Atoms,Dr. Priya,2026-05-05,76
STU0525,LEC5247,Mathematics,Calculus,Dr. Priya,2026-06-05,53
STU0525,LEC5248,Biology,Human Body,Dr. Kumar,2026-06-25,89
