Student_ID,Assignment_ID,Subject,Submitted,Submission_Delay,Score
STU0258,ASSIGN1287,Chemistry,No,6,22
STU0258,ASSIGN1288,Mathematics,Yes,0,80
STU0258,ASSIGN1289,Mathematics,No,12,30
STU0258,ASSIGN1290,Mathematics,Yes,0,47
STU0259,ASSIGN1291,Physics,No,7,39
STU0259,ASSIGN1292,Physics,Yes,0,83
STU0259,ASSIGN1293,Biology,No,9,2
STU0259,ASSIGN1294,Physics,No,12,33
STU0259,ASSIGN1295,Mathematics,No,15,23
STU0260,ASSIGN1296,Mathematics,No,8,22
STU0260,ASSIGN1297,Physics,Yes,5,77
STU0260,ASSIGN1298,Biology,Yes,3,61
STU0260,ASSIGN1299,Physics,Yes,3,64
STU0260,ASSIGN1300,Chemistry,No,10,0
STU0261,ASSIGN1301,Chemistry,No,6,26
STU0261,ASSIGN1302,Biology,No,10,4
STU0261,ASSIGN1303,Mathematics,No,9,23
STU0261,ASSIGN1304,Physics,Yes,1,54
STU0261,ASSIGN1305,Mathematics,No,7,25
STU0262,ASSIGN1306,Biology,Yes,5,53
STU0262,ASSIGN1307,Biology,Yes,5,87
STU0262,ASSIGN1308,Mathematics,No,12,6
STU0262,ASSIGN1309,Mathematics,Yes,2,64
STU0262,ASSIGN1310,Biology,Yes,5,52
STU0263,ASSIGN1311,Mathematics,Yes,1,75
STU0263,ASSIGN1312,Mathematics,Yes,4,50
STU0263,ASSIGN1313,Mathematics,Yes,2,40
STU0263,ASSIGN1314,Chemistry,No,12,36
STU0263,ASSIGN1315,Physics,Yes,5,92
STU0264,ASSIGN1316,Physics,No,8,10
STU0264,ASSIGN1317,Chemistry,No,12,3
STU0264,ASSIGN1318,Biology,No,6,39
STU0264,ASSIGN1319,Chemistry,No,9,18
STU0264,ASSIGN1320,Chemistry,No,6,37
STU0265,ASSIGN1321,Biology,No,10,35
STU0265,ASSIGN1322,Physics,No,15,28
STU0265,ASSIGN1323,Mathematics,No,8,19
STU0265,ASSIGN1324,Physics,Yes,2,91
STU0265,ASSIGN1325,Mathematics,Yes,1,42
STU0266,ASSIGN1326,Chemistry,No,11,34
STU0266,ASSIGN1327,Biology,No,15,15
STU0266,ASSIGN1328,Physics,No,9,10
STU0266,ASSIGN1329,Biology,No,12,35
STU0266,ASSIGN1330,Chemistry,No,14,7
STU0267,ASSIGN1331,Biology,Yes,5,77
STU0267,ASSIGN1332,Chemistry,Yes,0,64
STU0267,ASSIGN1333,Chemistry,Yes,5,55
STU0267,ASSIGN1334,Physics,No,8,18
STU0267,ASSIGN1335,Physics,Yes,1,59
STU0268,ASSIGN1336,Chemistry,Yes,5,57
STU0268,ASSIGN1337,Physics,Yes,1,48
STU0268,ASSIGN1338,Mathematics,Yes,2,87
STU0268,ASSIGN1339,Physics,No,8,39
STU0268,ASSIGN1340,Biology,Yes,2,65
STU0269,ASSIGN1341,Biology,No,11,7
STU0269,ASSIGN1342,Chemistry,Yes,0,57
STU0269,ASSIGN1343,Physics,No,11,1
STU0269,ASSIGN1344,Chemistry,No,6,32
STU0269,ASSIGN1345,Biology,Yes,2,61
STU0270,ASSIGN1346,Mathematics,Yes,1,77
STU0270,ASSIGN1347,Physics,Yes,0,87
STU0270,ASSIGN1348,Chemistry,Yes,0,52
STU0270,ASSIGN1349,Chemistry,No,7,12
STU0270,ASSIGN1350,Mathematics,No,12,16
STU0271,ASSIGN1351,Mathematics,Yes,4,65
STU0271,ASSIGN1352,Biology,No,6,40
STU0271,ASSIGN1353,Mathematics,No,10,2
STU0271,ASSIGN1354,Physics,No,8,28
STU0271,ASSIGN1355,Mathematics,No,13,40
STU0272,ASSIGN1356,Biology,No,8,32
STU0272,ASSIGN1357,Chemistry,No,12,24
STU0272,ASSIGN1358,Physics,Yes,5,48
STU0272,ASSIGN1359,Biology,No,15,11
STU0272,ASSIGN1360,Physics,Yes,3,97
STU0273,ASSIGN1361,Mathematics,Yes,2,78
STU0273,ASSIGN1362,Chemistry,Yes,3,90
STU0273,ASSIGN1363,Physics,No,12,28
STU0273,ASSIGN1364,Biology,No,6,6
STU0273,ASSIGN1365,Biology,No,10,36
STU0274,ASSIGN1366,Physics,Yes,2,75
STU0274,ASSIGN1367,Physics,No,13,13
STU0274,ASSIGN1368,Chemistry,Yes,0,83
STU0274,ASSIGN1369,Biology,Yes,0,73
STU0274,ASSIGN1370,Mathematics,Yes,1,57
STU0275,ASSIGN1371,Mathematics,No,12,35
STU0275,ASSIGN1372,Physics,No,6,8
STU0275,ASSIGN1373,Mathematics,Yes,5,46
STU0275,ASSIGN1374,Biology,No,11,31
STU0275,ASSIGN1375,Physics,No,12,4
STU0276,ASSIGN1376,Biology,No,15,14
STU0276,ASSIGN1377,Mathematics,Yes,2,90
STU0276,ASSIGN1378,Mathematics,No,11,23
STU0276,ASSIGN1379,Biology,Yes,0,71
STU0276,ASSIGN1380,Chemistry,No,6,4
STU0277,ASSIGN1381,Biology,No,13,25
STU0277,ASSIGN1382,Physics,Yes,1,73
STU0277,ASSIGN1383,Chemistry,No,6,32
STU0277,ASSIGN1384,Physics,Yes,1,71
STU0277,ASSIGN1385,Chemistry,No,7,19
STU0278,ASSIGN1386,Chemistry,Yes,5,76
STU0278,ASSIGN1387,Physics,No,11,8
STU0278,ASSIGN1388,Physics,Yes,4,93
STU0278,ASSIGN1389,Biology,Yes,4,44
STU0278,ASSIGN1390,Mathematics,No,8,2
STU0279,ASSIGN1391,Chemistry,No,11,28
STU0279,ASSIGN1392,Chemistry,No,14,28
STU0279,ASSIGN1393,Physics,Yes,3,73
STU0279,ASSIGN1394,Mathematics,No,13,20
STU0279,ASSIGN1395,Chemistry,No,14,37
STU0280,ASSIGN1396,Mathematics,Yes,3,58
STU0280,ASSIGN1397,Chemistry,No,8,30
STU0280,ASSIGN1398,Biology,No,14,32
STU0280,ASSIGN1399,Biology,Yes,1,53
STU0280,ASSIGN1400,Mathematics,Yes,0,78
STU0281,ASSIGN1401,Biology,Yes,4,79
STU0281,ASSIGN1402,Mathematics,Yes,1,93
STU0281,ASSIGN1403,Chemistry,No,10,35
STU0281,ASSIGN1404,Chemistry,No,15,30
STU0281,ASSIGN1405,Mathematics,Yes,3,88
STU0282,ASSIGN1406,Mathematics,No,11,28
STU0282,ASSIGN1407,Mathematics,No,13,7
STU0282,ASSIGN1408,Chemistry,Yes,2,56
STU0282,ASSIGN1409,Biology,Yes,0,49
STU0282,ASSIGN1410,Chemistry,No,9,34
STU0283,ASSIGN1411,Physics,Yes,1,97
STU0283,ASSIGN1412,Biology,Yes,0,65
STU0283,ASSIGN1413,Mathematics,Yes,4,92
STU0283,ASSIGN1414,Chemistry,No,7,9
STU0283,ASSIGN1415,Physics,Yes,5,94
STU0284,ASSIGN1416,Physics,Yes,1,86
STU0284,ASSIGN1417,Biology,Yes,1,64
STU0284,ASSIGN1418,Physics,No,14,35
STU0284,ASSIGN1419,Chemistry,Yes,3,80
STU0284,ASSIGN1420,Physics,No,15,8
STU0285,ASSIGN1421,Chemistry,Yes,1,76
STU0285,ASSIGN1422,Chemistry,Yes,5,76
STU0285,ASSIGN1423,Physics,Yes,3,79
STU0285,ASSIGN1424,Chemistry,Yes,3,44
STU0285,ASSIGN1425,Mathematics,Yes,0,61
STU0286,ASSIGN1426,Biology,Yes,4,61
STU0286,ASSIGN1427,Biology,No,6,15
STU0286,ASSIGN1428,Mathematics,No,11,4
STU0286,ASSIGN1429,Chemistry,No,10,6
STU0286,ASSIGN1430,Mathematics,Yes,1,79
STU0287,ASSIGN1431,Mathematics,No,11,5
STU0287,ASSIGN1432,Mathematics,Yes,0,72
STU0287,ASSIGN1433,Biology,No,7,40
STU0287,ASSIGN1434,Chemistry,No,6,9
STU0287,ASSIGN1435,Mathematics,No,10,4
STU0288,ASSIGN1436,Chemistry,Yes,2,99
STU0288,ASSIGN1437,Mathematics,Yes,2,82
STU0288,ASSIGN1438,Mathematics,Yes,0,82
STU0288,ASSIGN1439,Biology,No,12,9
STU0288,ASSIGN1440,Physics,No,8,29
STU0289,ASSIGN1441,Biology,Yes,1,46
STU0289,ASSIGN1442,Chemistry,No,9,9
STU0289,ASSIGN1443,Biology,No,15,39
STU0289,ASSIGN1444,Biology,No,8,33
STU0289,ASSIGN1445,Chemistry,Yes,0,90
STU0290,ASSIGN1446,Mathematics,Yes,2,99
STU0290,ASSIGN1447,Mathematics,Yes,2,85
STU0290,ASSIGN1448,Biology,No,6,35
STU0290,ASSIGN1449,Mathematics,No,6,20
STU0290,ASSIGN1450,Physics,Yes,0,77
STU0291,ASSIGN1451,Chemistry,No,8,4
STU0291,ASSIGN1452,Physics,No,15,5
STU0291,ASSIGN1453,Mathematics,Yes,2,40
STU0291,ASSIGN1454,Physics,No,7,0
STU0291,ASSIGN1455,Physics,Yes,5,47
STU0292,ASSIGN1456,Mathematics,No,10,4
STU0292,ASSIGN1457,Chemistry,No,13,20
STU0292,ASSIGN1458,Biology,No,12,28
STU0292,ASSIGN1459,Physics,Yes,1,96
STU0292,ASSIGN1460,Chemistry,No,13,19
STU0293,ASSIGN1461,Biology,No,15,34
STU0293,ASSIGN1462,Mathematics,Yes,1,69
STU0293,ASSIGN1463,Biology,Yes,5,41
STU0293,ASSIGN1464,Chemistry,No,14,10
STU0293,ASSIGN1465,Biology,No,12,15
STU0294,ASSIGN1466,Biology,No,9,23
STU0294,ASSIGN1467,Chemistry,No,10,38
STU0294,ASSIGN1468,Chemistry,No,13,38
STU0294,ASSIGN1469,Biology,No,9,4
STU0294,ASSIGN1470,Biology,No,11,19
STU0295,ASSIGN1471,Physics,No,11,38
STU0295,ASSIGN1472,Physics,Yes,2,69
STU0295,ASSIGN1473,Mathematics,No,14,22
STU0295,ASSIGN1474,Mathematics,No,13,29
STU0295,ASSIGN1475,Chemistry,No,11,12
STU0296,ASSIGN1476,Mathematics,No,13,1
STU0296,ASSIGN1477,Biology,Yes,2,65
STU0296,ASSIGN1478,Physics,No,14,24
STU0296,ASSIGN1479,Mathematics,Yes,2,57
STU0296,ASSIGN1480,Chemistry,No,8,19
STU0297,ASSIGN1481,Mathematics,Yes,0,57
STU0297,ASSIGN1482,Mathematics,No,13,37
STU0297,ASSIGN1483,Mathematics,No,6,25
STU0297,ASSIGN1484,Mathematics,Yes,2,69
STU0297,ASSIGN1485,Chemistry,Yes,2,66
STU0298,ASSIGN1486,Mathematics,Yes,3,42
STU0298,ASSIGN1487,Biology,Yes,4,76
STU0298,ASSIGN1488,Mathematics,No,9,36
STU0298,ASSIGN1489,Mathematics,Yes,5,61
STU0298,ASSIGN1490,Physics,Yes,5,40
STU0299,ASSIGN1491,Chemistry,No,13,4
STU0299,ASSIGN1492,Physics,Yes,4,86
STU0299,ASSIGN1493,Chemistry,No,8,30
STU0299,ASSIGN1494,Chemistry,No,15,39
STU0299,ASSIGN1495,Physics,No,7,30
STU0300,ASSIGN1496,Physics,No,15,38
STU0300,ASSIGN1497,Mathematics,No,10,11
STU0300,ASSIGN1498,Chemistry,No,6,13
STU0300,ASSIGN1499,Chemistry,No,11,22
STU0300,ASSIGN1500,Physics,Yes,4,69
STU0301,ASSIGN1501,Biology,No,10,15
STU0301,ASSIGN1502,Physics,Yes,0,78
STU0301,ASSIGN1503,Chemistry,No,11,31
STU0301,ASSIGN1504,Physics,Yes,4,85
STU0301,ASSIGN1505,Physics,No,13,38
STU0302,ASSIGN1506,Chemistry,No,8,3
STU0302,ASSIGN1507,Physics,No,6,34
STU0302,ASSIGN1508,Mathematics,No,10,4
STU0302,ASSIGN1509,Mathematics,Yes,2,100
STU0302,ASSIGN1510,Chemistry,Yes,0,54
STU0303,ASSIGN1511,Biology,No,13,36
STU0303,ASSIGN1512,Biology,Yes,0,63
STU0303,ASSIGN1513,Mathematics,Yes,5,44
STU0303,ASSIGN1514,Chemistry,No,9,10
STU0303,ASSIGN1515,Biology,Yes,2,93
STU0304,ASSIGN1516,Physics,No,15,27
STU0304,ASSIGN1517,Biology,No,8,5
STU0304,ASSIGN1518,Biology,Yes,1,73
STU0304,ASSIGN1519,Chemistry,No,14,2
STU0304,ASSIGN1520,Chemistry,Yes,3,44
STU0305,ASSIGN1521,Biology,Yes,5,63
STU0305,ASSIGN1522,Physics,Yes,5,75
STU0305,ASSIGN1523,Chemistry,Yes,2,97
STU0305,ASSIGN1524,Physics,No,7,14
STU0305,ASSIGN1525,Chemistry,Yes,1,67
STU0306,ASSIGN1526,Chemistry,Yes,2,80
STU0306,ASSIGN1527,Mathematics,Yes,3,94
STU0306,ASSIGN1528,Physics,No,7,12
STU0306,ASSIGN1529,Mathematics,Yes,3,82
STU0306,ASSIGN1530,Mathematics,Yes,3,70
STU0307,ASSIGN1531,Mathematics,No,11,18
STU0307,ASSIGN1532,Physics,Yes,2,65
STU0307,ASSIGN1533,Biology,No,6,26
STU0307,ASSIGN1534,Physics,No,6,26
STU0307,ASSIGN1535,Physics,No,12,24
STU0308,ASSIGN1536,Biology,Yes,2,81
STU0308,ASSIGN1537,Mathematics,No,10,14
STU0308,ASSIGN1538,Physics,Yes,0,86
STU0308,ASSIGN1539,Biology,No,9,12
STU0308,ASSIGN1540,Mathematics,No,6,9
STU0309,ASSIGN1541,Physics,Yes,1,76
STU0309,ASSIGN1542,Biology,Yes,4,73
STU0309,ASSIGN1543,Mathematics,No,6,13
STU0309,ASSIGN1544,Chemistry,No,6,11
STU0309,ASSIGN1545,Chemistry,No,12,26
STU0310,ASSIGN1546,Chemistry,No,11,12
STU0310,ASSIGN1547,Mathematics,No,12,13
STU0310,ASSIGN1548,Chemistry,No,10,34
STU0310,ASSIGN1549,Mathematics,No,14,3
STU0310,ASSIGN1550,Biology,No,10,35
STU0311,ASSIGN1551,Physics,No,6,18
STU0311,ASSIGN1552,Physics,Yes,4,87
STU0311,ASSIGN1553,Biology,No,13,14
STU0311,ASSIGN1554,Biology,Yes,3,87
STU0311,ASSIGN1555,Physics,No,7,12
STU0312,ASSIGN1556,Chemistry,Yes,2,91
STU0312,ASSIGN1557,Biology,No,9,0
STU0312,ASSIGN1558,Chemistry,Yes,0,66
STU0312,ASSIGN1559,Physics,Yes,5,41
STU0312,ASSIGN1560,Mathematics,Yes,2,100
STU0313,ASSIGN1561,Chemistry,Yes,1,96
STU0313,ASSIGN1562,Mathematics,Yes,3,46
STU0313,ASSIGN1563,Biology,Yes,4,73
STU0313,ASSIGN1564,Chemistry,Yes,5,85
STU0313,ASSIGN1565,Chemistry,No,12,35
STU0314,ASSIGN1566,Mathematics,No,11,37
STU0314,ASSIGN1567,Biology,Yes,4,76
STU0314,ASSIGN1568,Chemistry,Yes,4,41
STU0314,ASSIGN1569,Chemistry,Yes,3,98
STU0314,ASSIGN1570,Biology,Yes,1,73
STU0315,ASSIGN1571,Chemistry,No,7,26
STU0315,ASSIGN1572,Chemistry,Yes,1,98
STU0315,ASSIGN1573,Biology,No,10,8
STU0315,ASSIGN1574,Biology,Yes,3,86
STU0315,ASSIGN1575,Mathematics,No,10,37
STU0316,ASSIGN1576,Chemistry,No,8,32
STU0316,ASSIGN1577,Chemistry,Yes,2,52
STU0316,ASSIGN1578,Physics,No,8,8
STU0316,ASSIGN1579,Physics,No,8,23
STU0316,ASSIGN1580,Biology,No,12,28
STU0317,ASSIGN1581,Physics,Yes,3,96
STU0317,ASSIGN1582,Mathematics,Yes,2,77
STU0317,ASSIGN1583,Mathematics,Yes,5,54
STU0317,ASSIGN1584,Chemistry,No,10,15
STU0317,ASSIGN1585,Physics,Yes,4,50
STU0318,ASSIGN1586,Biology,Yes,0,83
STU0318,ASSIGN1587,Mathematics,Yes,5,82
STU0318,ASSIGN1588,Physics,Yes,2,85
STU0318,ASSIGN1589,Mathematics,No,7,7
STU0318,ASSIGN1590,Chemistry,Yes,1,71
STU0319,ASSIGN1591,Mathematics,No,6,40
STU0319,ASSIGN1592,Chemistry,No,11,1
STU0319,ASSIGN1593,Biology,Yes,0,75
STU0319,ASSIGN1594,Mathematics,No,11,10
STU0319,ASSIGN1595,Mathematics,Yes,2,73
STU0320,ASSIGN1596,Physics,No,7,14
STU0320,ASSIGN1597,Physics,Yes,5,98
STU0320,ASSIGN1598,Chemistry,No,11,17
STU0320,ASSIGN1599,Chemistry,No,7,40
STU0320,ASSIGN1600,Chemistry,Yes,0,54
STU0321,ASSIGN1601,Biology,Yes,1,85
STU0321,ASSIGN1602,Biology,No,8,24
STU0321,ASSIGN1603,Chemistry,Yes,3,69
STU0321,ASSIGN1604,Chemistry,Yes,0,60
STU0321,ASSIGN1605,Physics,Yes,0,98
STU0322,ASSIGN1606,Physics,No,14,17
STU0322,ASSIGN1607,Mathematics,Yes,2,91
STU0322,ASSIGN1608,Mathematics,No,6,3
STU0322,ASSIGN1609,Chemistry,Yes,2,98
STU0322,ASSIGN1610,Chemistry,No,8,1
STU0323,ASSIGN1611,Mathematics,No,6,5
STU0323,ASSIGN1612,Biology,Yes,5,97
STU0323,ASSIGN1613,Chemistry,Yes,0,86
STU0323,ASSIGN1614,Mathematics,No,11,36
STU0323,ASSIGN1615,Mathematics,No,10,39
STU0324,ASSIGN1616,Mathematics,No,7,34
STU0324,ASSIGN1617,Mathematics,Yes,2,47
STU0324,ASSIGN1618,Biology,No,9,26
STU0324,ASSIGN1619,Mathematics,Yes,4,74
STU0324,ASSIGN1620,Biology,Yes,2,93
STU0325,ASSIGN1621,Chemistry,No,14,38
STU0325,ASSIGN1622,Physics,Yes,1,77
STU0325,ASSIGN1623,Biology,No,15,23
STU0325,ASSIGN1624,Chemistry,Yes,0,63
STU0325,ASSIGN1625,Physics,No,14,15
STU0326,ASSIGN1626,Mathematics,No,15,35
STU0326,ASSIGN1627,Biology,No,6,33
STU0326,ASSIGN1628,Biology,Yes,1,70
STU0326,ASSIGN1629,Physics,Yes,0,73
STU0326,ASSIGN1630,Mathematics,Yes,0,64
STU0327,ASSIGN1631,Chemistry,No,8,14
STU0327,ASSIGN1632,Mathematics,No,11,11
STU0327,ASSIGN1633,Chemistry,No,7,39
STU0327,ASSIGN1634,Physics,Yes,0,90
STU0327,ASSIGN1635,Biology,No,11,32
STU0328,ASSIGN1636,Physics,Yes,4,56
STU0328,ASSIGN1637,Physics,No,8,23
STU0328,ASSIGN1638,Physics,No,12,18
STU0328,ASSIGN1639,Physics,No,6,23
STU0328,ASSIGN1640,Mathematics,No,12,18
STU0329,ASSIGN1641,Mathematics,No,14,16
STU0329,ASSIGN1642,Physics,No,7,23
STU0329,ASSIGN1643,Mathematics,Yes,5,91
STU0329,ASSIGN1644,Mathematics,Yes,2,92
STU0329,ASSIGN1645,Chemistry,Yes,1,87
STU0330,ASSIGN1646,Physics,No,10,12
STU0330,ASSIGN1647,Mathematics,No,7,39
STU0330,ASSIGN1648,Biology,Yes,5,69
STU0330,ASSIGN1649,Chemistry,No,10,30
STU0330,ASSIGN1650,Physics,Yes,4,90
STU0331,ASSIGN1651,Mathematics,No,8,31
STU0331,ASSIGN1652,Biology,No,12,38
STU0331,ASSIGN1653,Physics,Yes,0,91
STU0331,ASSIGN1654,Chemistry,No,6,32
STU0331,ASSIGN1655,Biology,No,11,27
STU0332,ASSIGN1656,Chemistry,Yes,2,94
STU0332,ASSIGN1657,Biology,Yes,1,90
STU0332,ASSIGN1658,Chemistry,Yes,4,48
STU0332,ASSIGN1659,Biology,No,8,3
STU0332,ASSIGN1660,Biology,Yes,0,49
STU0333,ASSIGN1661,Mathematics,No,11,35
STU0333,ASSIGN1662,Biology,Yes,0,58
STU0333,ASSIGN1663,Biology,No,6,30
STU0333,ASSIGN1664,Chemistry,No,7,9
STU0333,ASSIGN1665,Mathematics,Yes,5,41
STU0334,ASSIGN1666,Mathematics,No,6,24
STU0334,ASSIGN1667,Mathematics,No,12,15
STU0334,ASSIGN1668,Biology,Yes,3,92
STU0334,ASSIGN1669,Biology,No,8,2
STU0334,ASSIGN1670,Physics,No,10,6
STU0335,ASSIGN1671,Biology,No,12,36
STU0335,ASSIGN1672,Physics,Yes,4,66
STU0335,ASSIGN1673,Chemistry,Yes,2,84
STU0335,ASSIGN1674,Physics,Yes,5,82
STU0335,ASSIGN1675,Chemistry,Yes,5,91
STU0336,ASSIGN1676,Mathematics,Yes,1,63
STU0336,ASSIGN1677,Physics,Yes,4,73
STU0336,ASSIGN1678,Biology,No,7,22
STU0336,ASSIGN1679,Physics,Yes,3,87
STU0336,ASSIGN1680,Mathematics,Yes,3,42
STU0337,ASSIGN1681,Physics,Yes,3,62
STU0337,ASSIGN1682,Biology,No,12,30
STU0337,ASSIGN1683,Physics,Yes,1,41
STU0337,ASSIGN1684,Chemistry,Yes,0,83
STU0337,ASSIGN1685,Mathematics,No,7,36
STU0338,ASSIGN1686,Physics,No,7,38
STU0338,ASSIGN1687,Mathematics,Yes,1,51
STU0338,ASSIGN1688,Biology,No,8,8
STU0338,ASSIGN1689,Mathematics,No,13,39
STU0338,ASSIGN1690,Chemistry,Yes,3,40
STU0339,ASSIGN1691,Chemistry,Yes,0,99
STU0339,ASSIGN1692,Mathematics,No,14,10
STU0339,ASSIGN1693,Mathematics,No,7,35
STU0339,ASSIGN1694,Mathematics,No,8,9
STU0339,ASSIGN1695,Physics,Yes,0,68
STU0340,ASSIGN1696,Mathematics,Yes,2,85
STU0340,ASSIGN1697,Biology,No,12,18
STU0340,ASSIGN1698,Biology,No,15,30
STU0340,ASSIGN1699,Mathematics,Yes,3,40
STU0340,ASSIGN1700,Chemistry,No,14,39
STU0341,ASSIGN1701,Physics,Yes,4,87
STU0341,ASSIGN1702,Mathematics,No,7,18
STU0341,ASSIGN1703,Mathematics,No,9,11
STU0341,ASSIGN1704,Mathematics,Yes,5,81
STU0341,ASSIGN1705,Mathematics,Yes,5,46
STU0342,ASSIGN1706,Biology,Yes,0,76
STU0342,ASSIGN1707,Chemistry,Yes,0,98
STU0342,ASSIGN1708,Mathematics,No,12,28
STU0342,ASSIGN1709,Biology,Yes,5,94
STU0342,ASSIGN1710,Physics,No,7,35
STU0343,ASSIGN1711,Biology,No,9,16
STU0343,ASSIGN1712,Mathematics,Yes,3,87
STU0343,ASSIGN1713,Mathematics,Yes,0,77
STU0343,ASSIGN1714,Mathematics,Yes,5,51
STU0343,ASSIGN1715,Mathematics,No,6,3
STU0344,ASSIGN1716,Mathematics,No,14,25
STU0344,ASSIGN1717,Physics,No,7,19
STU0344,ASSIGN1718,Mathematics,Yes,1,48
STU0344,ASSIGN1719,Mathematics,Yes,2,86
STU0344,ASSIGN1720,Physics,Yes,1,94
STU0345,ASSIGN1721,Physics,No,13,18
STU0345,ASSIGN1722,Biology,No,10,6
STU0345,ASSIGN1723,Mathematics,Yes,1,65
STU0345,ASSIGN1724,Physics,No,11,11
STU0345,ASSIGN1725,Physics,No,8,2
STU0346,ASSIGN1726,Physics,No,13,37
STU0346,ASSIGN1727,Physics,No,7,40
STU0346,ASSIGN1728,Chemistry,Yes,2,54
STU0346,ASSIGN1729,Physics,Yes,2,84
STU0346,ASSIGN1730,Mathematics,No,9,32
STU0347,ASSIGN1731,Chemistry,No,8,28
STU0347,ASSIGN1732,Physics,No,9,18
STU0347,ASSIGN1733,Mathematics,Yes,1,76
STU0347,ASSIGN1734,Mathematics,Yes,3,44
STU0347,ASSIGN1735,Physics,No,7,16
STU0348,ASSIGN1736,Physics,Yes,0,54
STU0348,ASSIGN1737,Mathematics,No,13,33
STU0348,ASSIGN1738,Mathematics,Yes,2,75
STU0348,ASSIGN1739,Mathematics,Yes,3,95
STU0348,ASSIGN1740,Chemistry,No,9,5
STU0349,ASSIGN1741,Biology,Yes,3,93
STU0349,ASSIGN1742,Physics,Yes,0,64
STU0349,ASSIGN1743,Biology,Yes,0,81
STU0349,ASSIGN1744,Physics,Yes,3,68
STU0349,ASSIGN1745,Mathematics,Yes,0,91
STU0350,ASSIGN1746,Mathematics,No,13,35
STU0350,ASSIGN1747,Biology,Yes,4,59
STU0350,ASSIGN1748,Physics,No,8,18
STU0350,ASSIGN1749,Physics,No,12,39
STU0350,ASSIGN1750,Chemistry,No,10,11
STU0351,ASSIGN1751,Mathematics,No,6,3
STU0351,ASSIGN1752,Mathematics,Yes,2,78
STU0351,ASSIGN1753,Biology,No,13,37
STU0351,ASSIGN1754,Chemistry,Yes,4,44
STU0351,ASSIGN1755,Biology,Yes,5,62
STU0352,ASSIGN1756,Physics,Yes,4,73
STU0352,ASSIGN1757,Biology,Yes,5,92
STU0352,ASSIGN1758,Biology,No,7,7
STU0352,ASSIGN1759,Mathematics,No,11,17
STU0352,ASSIGN1760,Physics,Yes,0,79
STU0353,ASSIGN1761,Mathematics,Yes,1,52
STU0353,ASSIGN1762,Chemistry,No,13,0
STU0353,ASSIGN1763,Biology,No,10,33
STU0353,ASSIGN1764,Chemistry,No,6,5
STU0353,ASSIGN1765,Chemistry,No,9,14
STU0354,ASSIGN1766,Physics,No,12,17
STU0354,ASSIGN1767,Chemistry,No,15,16
STU0354,ASSIGN1768,Biology,Yes,0,50
STU0354,ASSIGN1769,Chemistry,No,14,36
STU0354,ASSIGN1770,Physics,Yes,5,94
STU0355,ASSIGN1771,Physics,No,14,18
STU0355,ASSIGN1772,Mathematics,No,9,21
STU0355,ASSIGN1773,Mathematics,Yes,4,96
STU0355,ASSIGN1774,Biology,No,14,3
STU0355,ASSIGN1775,Chemistry,Yes,3,57
STU0356,ASSIGN1776,Mathematics,Yes,5,91
STU0356,ASSIGN1777,Biology,No,12,2
STU0356,ASSIGN1778,Biology,No,11,20
STU0356,ASSIGN1779,Chemistry,Yes,5,85
STU0356,ASSIGN1780,Biology,No,10,3
STU0357,ASSIGN1781,Biology,Yes,2,78
STU0357,ASSIGN1782,Chemistry,No,8,26
STU0357,ASSIGN1783,Mathematics,No,11,36
STU0357,ASSIGN1784,Physics,No,9,14
STU0357,ASSIGN1785,Physics,No,6,19
STU0358,ASSIGN1786,Biology,Yes,0,63
STU0358,ASSIGN1787,Chemistry,No,9,22
STU0358,ASSIGN1788,Biology,No,12,21
STU0358,ASSIGN1789,Biology,No,6,7
STU0358,ASSIGN1790,Chemistry,Yes,2,64
STU0359,ASSIGN1791,Biology,Yes,5,69
STU0359,ASSIGN1792,Chemistry,No,7,28
STU0359,ASSIGN1793,Mathematics,No,10,29
STU0359,ASSIGN1794,Biology,No,6,33
STU0359,ASSIGN1795,Biology,Yes,2,99
STU0360,ASSIGN1796,Mathematics,No,8,25
STU0360,ASSIGN1797,Chemistry,No,8,2
STU0360,ASSIGN1798,Mathematics,Yes,1,77
STU0360,ASSIGN1799,Chemistry,No,7,27
STU0360,ASSIGN1800,Mathematics,No,10,29
STU0361,ASSIGN1801,Chemistry,No,10,27
STU0361,ASSIGN1802,Physics,Yes,4,76
STU0361,ASSIGN1803,Physics,Yes,1,97
STU0361,ASSIGN1804,Physics,No,14,33
STU0361,ASSIGN1805,Mathematics,No,7,12
STU0362,ASSIGN1806,Chemistry,Yes,3,82
STU0362,ASSIGN1807,Physics,No,7,38
STU0362,ASSIGN1808,Biology,No,15,28
STU0362,ASSIGN1809,Chemistry,No,10,30
STU0362,ASSIGN1810,Chemistry,No,14,2
STU0363,ASSIGN1811,Mathematics,No,14,10
STU0363,ASSIGN1812,Physics,Yes,2,78
STU0363,ASSIGN1813,Biology,Yes,1,63
STU0363,ASSIGN1814,Mathematics,Yes,4,87
STU0363,ASSIGN1815,Chemistry,No,11,27
STU0364,ASSIGN1816,Physics,Yes,4,87
STU0364,ASSIGN1817,Biology,No,12,27
STU0364,ASSIGN1818,Biology,No,7,33
STU0364,ASSIGN1819,Biology,Yes,3,80
STU0364,ASSIGN1820,Physics,No,14,30
STU0365,ASSIGN1821,Chemistry,No,8,10
STU0365,ASSIGN1822,Biology,Yes,0,87
STU0365,ASSIGN1823,Chemistry,Yes,3,69
